labels,vertex
845,CP03-1576
846,CP19-1230
847,CP95-1203
5280,CP00-1421
5281,CP12-2277
5282,CP19-4561
5283,CP97-1498
5284,CP17-1544
5285,CP18-1245
5286,CP13-1356
5287,CP12-1482
5288,US0785
5289,CP97-1968
5290,Ho90-0013
5291,CP99-2097
5292,CP95-1645
5293,CP94-1668
5294,Ho06-9608
5295,CP18-2371
912,Ho02-0094
913,IA1100
914,MOL4067
915,CP19-1464
916,CP03-1887
917,CP98-1570
918,CP15-2511
919,CP03-1910
920,L15-0307
921,CP12-1707
922,CP98-1136
923,L66-0097
924,CP05-1597
925,Ho02-0146
926,CP16-1189
927,Ho88-0014
11872,CP92-1406
11873,CP94-1500
11874,CP06-3111
11875,CP02-1710
11876,CP02-2203
11877,CP09-1346
11878,CP03-1734
11879,CP14-1075
11880,CP17-4526
11881,CP01-1620
11882,CP16-1706
11883,CP09-1038
11884,POLY11-14
11885,CP10-1238
11886,CP15-1467
11887,CP18-1622
7344,CP19-2391
7345,CP03-1245
7346,HoCP11-0516
7347,CP17-4372
7348,CP03-1446
7349,CP14-2006
7350,CP17-4510
7351,L64-0030
7352,CP98-1524
7353,CP99-1415
7354,CP00-1955
7355,CP92-1260
7356,CP97-1383
7357,L88-0072
7358,CP13-1582
7359,CP06-2899
2832,L14-0276
2833,CP00-1229
2834,CP19-1918
2835,IJ76-497
2836,CP02-1837
2837,CP16-4762
2838,Ho99-0016
2839,CP99-1466
2840,CPCL02-6365
2841,CP14-1663
2842,L02-0360
2843,CP07-1241
2844,CP16-1949
2845,CP17-4133
2846,CP04-2082
2847,CP93-1067
7920,Ho09-9144
7921,CP90-0967
7922,CP03-1207
7923,CP12-1320
7924,CP06-2262
7925,CP93-1676
7926,HoCP22-737
7927,H27-8101
7928,CP15-4622
7929,HoL10-0935
7930,CP19-1374
7931,Ho93-0770
7932,CP16-2415
7933,CP04-1798
7934,CP09-2367
7935,CP12-1277
19600,CP16-1694
19601,CP01-2287
19602,CP93-1465
19603,CP06-2187
19604,CP01-1378
19605,Ho18-9243
19606,US99-1052
19607,CP13-1366
19608,CP10-2495
19609,CP01-1808
19610,CP18-1686
19611,CP10-1771
19612,CP15-4344
19613,CP10-2488
19614,CP02-1743
19615,CP14-1998
9120,CP11-2343
9121,CP98-1710
9122,CP12-1424
9123,CP16-1286
9124,CP95-1236
9125,CP06-2300
9126,CP16-4774
9127,CP77-0308
9128,CP94-2110
9129,CP96-1344
9130,91P13
9131,Mix 08-D
9132,CP19-1908
9133,CP15-2022
9134,CP10-1999
9135,CP90-0942
9072,Ho86-0006
9073,CP97-1583
9074,HoCP00-0939
9075,CP15-2114
9076,CP16-1972
9077,CP92-0622
9078,L89-0122
9079,CP14-1846
9080,Ho16-0610
9081,CP17-4336
9082,CP97-2209
9083,CP02-1587
9084,CP01-1047
9085,CP07-1973
9086,Ho01-0085
9087,L48-0236
3600,CP11-1779
3601,CP96-1490
3602,CP09-1757
3603,POLY09-22
3604,CP18-1881
3605,CP95-1901
3606,CP96-1273
3607,CP12-2442
3608,CP01-1611
3609,LCP86-0423
3610,CP57-0526
3611,CP96-1370
3612,CP00-1598
3613,CP02-1673
3614,CP09-1489
3615,V71-0051
1696,CP15-4042
1697,Ho14-9242
1698,CP18-4598
1699,CP96-1340
1700,CP15-2209
1701,CP03-1177
1702,CP14-1078
1703,CP04-1358
1704,CP88-0742
1705,CP95-1845
1706,CP98-3002
1707,CP03-1588
1708,CP04-1748
1709,CP06-2448
1710,CP12-2413
1711,CP16-4482
2912,CP17-1156
2913,CP02-1773
2914,CP02-1150
2915,CP12-1060
2916,HoCP01-0520
2917,CP18-2400
2918,CP15-1080
2919,CP97-2185
2920,CP09-1896
2921,CP18-2336
2922,CP94-2067
2923,CP96-1879
2924,CP13-2175
2925,Ho15-9335
2926,CP19-4200
2927,CP07-1498
3360,CP17-1216
3361,CPCL05-1196
3362,CP15-2165
3363,L97-0112
3364,CP02-1114
3365,CP06-2592
3366,CP94-1249
3367,Ho83-0019
3368,Ho15-9304
3369,CP83-0646
3370,CP94-1628
3371,CP10-1055
3372,CP03-1146
3373,CP06-2576
3374,CP01-1330
3375,CP14-1126
3872,CP15-4437
3873,CP90-1618
3874,CP94-1242
3875,Ho98-0001
3876,CP18-1630
3877,CP19-4751
3878,CP98-1965
3879,CP03-2420
3880,CP16-1651
3881,Ho13-9138
3882,CPCL05-1077
3883,CP93-1774
3884,CP97-1112
3885,CP19-1489
3886,US95-1071
3887,CP15-4113
7872,LCP84-0239
7873,CP18-1388
7874,HoCP11-0545
7875,CP16-4677
7876,CP15-2492
7877,CP17-4623
7878,CP97-1218
7879,CP14-4581
7880,CP02-1049
7881,CP97-1559
7882,CP19-4304
7883,CP15-1253
7884,CP16-1760
7885,CP04-1256
7886,CP14-4219
7887,HoCP10-0905
7264,CP00-1358
7265,CP06-2848
7266,CP97-1003
7267,CP92-1435
7268,CP11-1941
7269,CP15-2545
7270,CP07-1685
7271,CP94-1590
7272,HoCP20-0544
7273,CP94-1600
7274,Ho08-9035
7275,NG51-0144
7276,CP17-1195
7277,CP15-4858
7278,CP04-1591
7279,CP16-1725
3712,L10-0166
3713,CP93-1234
3714,CP16-2036
3715,CP06-2468
3716,CP16-2237
3717,CP06-2435
3718,CP03-1205
3719,CP17-1823
3720,CP09-1339
3721,CP13-2488
3722,CP02-1962
3723,CP03-1171
3724,CP11-2379
3725,CP16-1511
3726,L90-0194
3727,CP03-2344
12512,CP10-1809
12513,CP93-1327
12514,CP14-2289
12515,HoL15-0919
12516,CP99-1954
12517,CP15-1482
12518,HoCP01-0523
12519,CP00-2144
12520,CP02-1096
12521,CP04-1529
12522,CP10-1161
12523,CP99-1552
12524,Ho96-0018
12525,CP15-1880
12526,CP12-1342
12527,CP94-1744
2080,Ho14-9217
2081,CP03-1368
2082,CP91-1260
2083,LCP85-0317
2084,CP15-1500
2085,CP98-3023
2086,CP93-1331
2087,CP03-2430
2088,CP04-1200
2089,Ho82-0011
2090,L02-0341
2091,CP98-1476
2092,CPCL02-2584
2093,CP12-1012
2094,CP10-1141
2095,CP17-4665
2848,CP01-2169
2849,CP07-1422
2850,CP00-1267
2851,CP09-2315
2852,CP15-4184
2853,L88-0032
2854,HPoly1946-0047
2855,CP16-1738
2856,CP14-1922
2857,CP77-0414
2858,CP92-1908
2859,CP14-1448
2860,CP92-1048
2861,CP07-2196
2862,CP07-1913
2863,CP01-1973
64,CP96-1862
65,CP17-2000
66,CP91-2209
67,SES189
68,CP91-1360
69,CP13-2119
70,CP01-1193
71,CP13-1757
72,Ho04-9138
73,CP02-1041
74,CP95-1249
75,CP99-1841
76,CP16-2224
77,CP15-1918
78,CP19-1267
79,CP94-1694
29472,HoCP17-0715
29473,CP97-1688
29474,CP16-4106
29475,CP98-1615
29476,CP94-1307
29477,CP99-1860
29478,CP95-1586
29479,CP06-3032
29480,CP99-1948
29481,CP16-1757
29482,CP13-1123
29483,CP15-1409
29484,SES103
29485,HPoly1960-0061
29486,CP94-1052
29487,CP13-1287
7088,CP15-1779
7089,CP12-2036
7090,Ho06-0526
7091,Ho16-9030
7092,CP15-4652
7093,CP12-1488
7094,CP01-1086
7095,CP84-0754
7096,CP04-1356
7097,CP15-4343
7098,CP01-1174
7099,CP15-4459
7100,CP96-1826
7101,CP99-1995
7102,CP13-2164
7103,CP15-2409
14112,CP03-1043
14113,CP13-2078
14114,CP16-1397
14115,HoCP95-0974
14116,CP96-1240
14117,CP02-1851
14118,CP19-1752
14119,CP91-1250
14120,CP09-1289
14121,CP01-1060
14122,CP01-1914
14123,CPCL02-7346
14124,CP18-4549
14125,CP02-2188
14126,CP10-2408
14127,CP06-3044
10128,CP03-1118
10129,CP13-4130
10130,L18-0447
10131,CP01-1881
10132,CP10-1529
10133,CP96-1548
10134,CP92-1442
10135,Ho17-0717
10136,CP15-4828
10137,CP01-2226
10138,L02-0328
10139,CP06-3114
10140,CP06-2780
10141,CP11-2504
10142,CP14-4490
10143,CP10-1947
7696,CP17-4171
7697,CPCL05-1074
7698,CP06-2976
7699,HoCP00-0916
7700,CP07-1340
7701,CP11-2466
7702,CP07-1171
7703,CP93-1760
7704,CP15-1491
7705,CP10-1943
7706,CP94-1997
7707,CP18-2395
7708,CP17-2214
7709,CP06-2197
7710,CP17-1494
7711,CP13-1702
17616,L10-0164
17617,CP13-1761
17618,CP18-1984
17619,CP10-1858
17620,L92-0349
17621,CPCL14-4066
17622,CP00-1446
17623,CP91-1244
17624,CP16-4799
17625,CP92-1754
17626,HB03-0403
17627,CP04-1944
17628,CP98-2068
17629,MER73-82
17630,CP92-1676
17631,CPCL06-3204
17168,CP10-2200
17169,Ho20-9057
17170,L18-0462
17171,CP09-2222
17172,Ho06-0519
17173,CP19-1829
17174,CP15-4220
17175,CP11-1795
17176,CP13-2044
17177,L18-0451
17178,CP19-4716
17179,CP88-0745
17180,CP17-4259
17181,CP14-2203
17182,CP15-4791
17183,CP99-1042
3776,LCP88-0090
3777,CP01-2058
3778,CP84-0717
3779,CPCL02-7383
3780,CP99-1287
3781,CP01-2264
3782,Ho15-9339
3783,CP99-1486
3784,Ho06-0536
3785,CPCL05-1359
3786,CP09-1742
3787,CP19-1807
3788,CP14-1975
3789,CP95-1894
3790,CP98-1963
3791,CP19-4449
20384,CP01-2636
20385,HoCP94-0830
20386,CP00-1995
20387,Ho11-9337
20388,HoCP13-0726
20389,CP16-2500
20390,CP99-2027
20391,CP92-1070
20392,CP15-1785
20393,H34-1874
20394,CP11-1818
20395,CP15-4854
20396,CP12-2220
20397,CP13-1283
20398,CP09-1194
20399,CP00-2187
6832,Ho15-0945
6833,CP18-2009
6834,CPCL13-4057
6835,HoCP04-0803
6836,CP07-1018
6837,CP83-1770
6838,CP90-1113
6839,CP12-1297
6840,CP13-1030
6841,CL49-0032
6842,HoCP03-0758
6843,CP95-1346
6844,US90-1019
6845,CP15-2007
6846,CP07-1797
6847,CP07-2402
27664,L73-0052
27665,CP11-1120
27666,Ho10-0915
27667,CP11-1945
27668,CP15-2297
27669,CP01-2545
27670,CP99-1319
27671,Ho20-9018
27672,CP16-2130
27673,CP07-2433
27674,CP98-1973
27675,CP12-2238
27676,CP97-1938
27677,CP19-1009
27678,CP97-1443
27679,CP13-1811
2800,CP97-1299
2801,CP17-4430
2802,CP96-1697
2803,CP91-1245
2804,CP11-2242
2805,CP17-4762
2806,CP90-1428
2807,Ho15-0985
2808,CP07-2485
2809,Ho99-0020
2810,CP14-1823
2811,CP19-4321
2812,CP19-4209
2813,CP98-1355
2814,CP18-2305
2815,CP17-4775
6848,CP01-1582
6849,CP07-1645
6850,CPCL02-0820
6851,CP18-4604
6852,CP97-1979
6853,CP11-1962
6854,L14-0286
6855,CP03-1233
6856,L96-0086
6857,CP92-1021
6858,CPCL05-1057
6859,CP17-4480
6860,CP09-1396
6861,CP09-1517
6862,CP02-1485
6863,CP16-4642
17200,CP97-1712
17201,CP79-0344
17202,CP12-1617
17203,CP01-2057
17204,CP97-1611
17205,CP13-2491
17206,91P9
17207,CP00-1577
17208,CP01-2621
17209,CP18-2172
17210,HoCP96-0530
17211,CP94-1655
17212,CP07-1023
17213,L03-0390
17214,Ho00-0013
17215,CP96-1927
11440,CP02-2237
11441,CP97-1507
11442,CP15-4844
11443,Ho03-0056
11444,CP12-2110
11445,HoCP99-0830
11446,CP99-1629
11447,HoCP12-0672
11448,CP01-1710
11449,US88-1024
11450,CP07-1969
11451,CP11-1240
11452,CPCL06-3359
11453,CP09-1959
11454,CP03-1723
11455,CP16-1585
1488,CP01-1571
1489,CP19-4655
1490,CP15-4690
1491,L05-0445
1492,US68-0026-0021
1493,TCP97-4416
1494,CP11-2058
1495,CP92-1675
1496,CP10-2377
1497,CP18-1680
1498,CP99-1757
1499,CP16-1060
1500,CP14-1740
1501,CP14-2259
1502,CP18-2083
1503,CP03-1776
1680,L78-0067
1681,CP09-2181
1682,CP12-1491
1683,CP17-1889
1684,Ho94-0095
1685,CPCL05-1110
1686,CP90-1528
1687,CP04-1484
1688,03P10
1689,CP91-2273
1690,CP09-1389
1691,CP11-1196
1692,CP98-1146
1693,CP12-2241
1694,CP09-1551
1695,CP96-1444
9024,CP92-1336
9025,CP98-1648
9026,CP17-1173
9027,CP13-1299
9028,CP00-1657
9029,CP15-1745
9030,03P07
9031,CP11-1124
9032,CP15-2362
9033,CP17-1565
9034,CP95-1685
9035,CP06-3079
9036,CP09-2414
9037,CP17-2115
9038,CP93-1451
9039,CP97-1983
10096,SH249
10097,CP94-1069
10098,CP03-2069
10099,CPCL02-1612
10100,CP16-2285
10101,CP10-1938
10102,CP02-1825
10103,CP19-1786
10104,CP02-1486
10105,CP16-1494
10106,GA64-0188
10107,CP11-2480
10108,HoCP22-711
10109,CP91-0530
10110,L89-0103
10111,CP93-1403
8672,CP19-4218
8673,CP19-4596
8674,CP19-2156
8675,CP15-4199
8676,CP92-1143
8677,CP11-1005
8678,CP14-1862
8679,CP98-1994
8680,CP12-2322
8681,CP90-1427
8682,CP10-1820
8683,CP02-1648
8684,CP04-1240
8685,CP87-0661
8686,CP01-1274
8687,HoCP95-0926
3648,CP15-1390
3649,CP15-2535
3650,IAC48-0065
3651,CP88-0775
3652,CP14-1463
3653,CP04-1032
3654,CP13-1856
3655,CP13-2480
3656,Ho03-0023
3657,CP09-1292
3658,CP80-0305
3659,CP18-2138
3660,CP16-1928
3661,CP17-2196
3662,CP05-1414
3663,CP96-1535
19360,CP98-1266
19361,CP10-1341
19362,CP17-1680
19363,CP95-1104
19364,CP13-2479
19365,CP16-4255
19366,CP15-1645
19367,CP01-1410
19368,HoCP03-0704
19369,CP09-2119
19370,CP01-2495
19371,CP11-1329
19372,CP99-1731
19373,CP91-1627
19374,CP17-4128
19375,CP03-1981
1584,CP01-2630
1585,CP91-1409
1586,CP92-1333
1587,CP09-1341
1588,CP12-1076
1589,CP94-1993
1590,CP13-1348
1591,CP15-2527
1592,CP01-2478
1593,CP78-0325
1594,CP91-1231
1595,CP17-4863
1596,CP13-1985
1597,CP18-4316
1598,CP89-0804
1599,CP12-1562
7856,CP14-1730
7857,CP14-4392
7858,CP09-1607
7859,CP19-1994
7860,CP01-1595
7861,CP97-1179
7862,CP89-0834
7863,CP55-0014
7864,HoCP93-0743
7865,CP01-2197
7866,CP12-2218
7867,CP18-4859
7868,CP02-1434
7869,LCP82-0083
7870,CP15-1476
7871,CP09-1101
2976,CP97-1657
2977,CP02-1227
2978,CP06-2079
2979,CP18-2136
2980,L69-0074
2981,Ho06-0521
2982,CP10-1847
2983,CP13-2431
2984,CP10-2331
2985,HoCP90-0968
2986,CP12-1024
2987,04P21
2988,L71-0008
2989,CP11-2349
2990,CP19-4536
2991,CP15-2018
3456,CP19-1225
3457,CP15-2100
3458,CP13-1730
3459,CP97-1785
3460,CP14-1645
3461,CP17-2287
3462,CP95-2033
3463,L16-0391
3464,CP00-2227
3465,CP95-1614
3466,CP96-1476
3467,CP00-1327
3468,CP02-1541
3469,CP09-1844
3470,CP03-1537
3471,CP16-4532
13072,CP02-1888
13073,L10-0140
13074,CP94-1943
13075,CP99-1798
13076,CP01-2233
13077,Ho05-9031
13078,CP16-4551
13079,Ho15-9320
13080,CL92-0775
13081,CP97-1803
13082,CP12-1943
13083,CP10-2230
13084,98P05
13085,CP18-4297
13086,CP00-1616
13087,CP15-4229
18304,CP88-0773
18305,CP12-1934
18306,CP11-1995
18307,L84-0252
18308,CP92-1259
18309,CP14-1620
18310,CP19-4152
18311,CP13-2293
18312,CP07-1852
18313,CP02-1425
18314,CP19-2113
18315,TCP99-4480
18316,CP94-1086
18317,CP13-1627
18318,CP10-1022
18319,CP09-1241
6656,HoCP13-0738
6657,CP16-1699
6658,CP17-4806
6659,CP15-2366
6660,CP98-2016
6661,CP18-1807
6662,CP10-2251
6663,CP10-2307
6664,Ho11-9629
6665,CP03-2330
6666,TCP00-4519
6667,CP15-4345
6668,CP11-2476
6669,CP03-1050
6670,CP01-1778
6671,CP16-4549
960,CP13-1556
961,L07-0043
962,CP14-4545
963,CP01-2470
964,CP15-4375
965,CP01-1470
966,CP78-0362
967,CP16-2273
968,CP16-1044
969,CP18-1561
970,Ho07-0612
971,CP13-1857
972,CP03-2198
973,CP12-2451
974,L96-0050
975,CP10-1729
8832,CP06-2794
8833,CP09-4746
8834,CP00-1587
8835,CP11-1133
8836,CP19-4360
8837,CP18-4778
8838,CP09-2142
8839,CP18-1079
8840,CP07-1824
8841,CP96-1366
8842,CP13-2482
8843,CP99-1435
8844,CP02-1253
8845,CP14-2235
8846,H96-549
8847,CP16-2431
8432,CP14-4232
8433,CP99-2016
8434,Ho00-0001
8435,CP14-2449
8436,CP00-1038
8437,CP14-1043
8438,CP98-1898
8439,CP17-2021
8440,CP17-4275
8441,CP19-4031
8442,L75-0047
8443,CP04-2042
8444,CP81-1302
8445,CP95-1357
8446,CP95-1474
8447,CP78-0324
2528,CP03-2341
2529,CP11-1228
2530,CP29-0103
2531,TCP00-4525
2532,CP04-1297
2533,CP98-1284
2534,CP14-2063
2535,CP19-1897
2536,CP14-4478
2537,CP99-1385
2538,CP92-1516
2539,CP02-1429
2540,CP19-1690
2541,CP15-2052
2542,CP15-4658
2543,CP17-1640
3552,L95-0460
3553,CP98-1538
3554,CP15-2066
3555,CP99-1036
3556,CP99-1393
3557,CP10-1421
3558,CP11-1970
3559,L75-0011
3560,L74-0049
3561,CP02-1733
3562,CP04-1613
3563,Ho20-9012
3564,HoCP05-0908
3565,CP10-1560
3566,CP02-2170
3567,CP16-1123
11296,CP94-1603
11297,CP13-1048
11298,CP15-1986
11299,CP91-1474
11300,CP07-1680
11301,CP17-4346
11302,CPCL02-2951
11303,Ho73-0003
11304,CP97-1230
11305,CP13-1241
11306,Ho99-0025
11307,CP16-4120
11308,CL79-2243
11309,CP98-1203
11310,CP92-1396
11311,CP13-2393
20096,CP99-1616
20097,CP09-1268
20098,CP17-2418
20099,CP19-1469
20100,CP19-1801
20101,CP07-2631
20102,CP98-1875
20103,CPCL02-2641
20104,CP15-4473
20105,CP13-1017
20106,CP05-1490
20107,CP80-0331
20108,CP08-2387
20109,CP96-1155
20110,POLY06-8
20111,CL88-2079
4224,CPCL01-6755
4225,CP94-1887
4226,CP19-1745
4227,CP15-4719
4228,HoL05-0952
4229,CP14-1065
4230,CP09-2073
4231,L64-0059
4232,CP97-1361
4233,CP19-4603
4234,CP01-2242
4235,US90-0021
4236,CP01-2277
4237,CP04-1564
4238,CP94-2144
4239,CP09-1202
10288,Ho18-9211
10289,Ho06-9607
10290,L68-0054
10291,CPCL02-6558
10292,CP19-1449
10293,L98-0161
10294,CP13-1384
10295,CP17-1468
10296,CP17-1043
10297,CP09-1239
10298,CP80-0356
10299,CP19-1780
10300,CP02-2005
10301,CP10-2198
10302,CP17-4293
10303,CPCL02-7373
3888,CP06-2256
3889,CP90-1645
3890,CP17-2351
3891,CP02-2230
3892,CP10-1269
3893,CPCL14-4129
3894,CP93-1101
3895,CP18-1483
3896,CP02-1296
3897,CP94-2071
3898,CP13-1630
3899,CP09-1700
3900,HoCP03-0746
3901,CP98-1834
3902,Ho90-0010
3903,L02-0326
14624,L93-0400
14625,CP03-1791
14626,US06-9601
14627,L96-0090
14628,CP94-1424
14629,CP10-1136
14630,CP19-2439
14631,CP16-1661
14632,CP01-2395
14633,CP11-1532
14634,CP16-1278
14635,HoL01-0563
14636,CP10-1460
14637,CP03-1593
14638,CP00-1314
14639,Ho86-0009
8032,HoCP01-0505
8033,CP12-1054
8034,CP10-1192
8035,CP14-2007
8036,CP19-2129
8037,Ho20-9048
8038,CP10-2336
8039,CP01-1813
8040,Ho16-0614
8041,CP13-1826
8042,CP02-1936
8043,CP13-1804
8044,CP02-1057
8045,CP96-1513
8046,CP09-1816
8047,CP92-0671
15888,CP16-2199
15889,TCP01-4543
15890,CP98-1069
15891,CP13-1973
15892,Ho15-0946
15893,CP06-2925
15894,CP98-1837
15895,CP98-1515
15896,Ho06-9021
15897,CP94-1556
15898,CP17-1657
15899,CPCL13-4084
15900,CP14-1022
15901,CP10-1893
15902,CP17-1682
15903,CP18-2012
8560,CP09-2164
8561,CP09-1693
8562,CP16-1209
8563,CP12-2185
8564,CP94-1677
8565,CP99-1574
8566,Ho92-0009
8567,CP18-1936
8568,CP03-1821
8569,CP98-1681
8570,CP17-4668
8571,LCP83-0147
8572,CP95-1372
8573,HoCP96-0534
8574,CP11-1086
8575,CP07-1675
4400,CP14-4444
4401,CP96-1583
4402,CP10-1366
4403,CP15-2408
4404,CP11-1540
4405,CP11-2364
4406,CP03-2156
4407,CP76-0312
4408,CP15-1904
4409,CP97-1857
4410,CP97-1845
4411,CP01-2402
4412,CP93-1291
4413,CP01-1246
4414,CP92-1488
4415,CP99-1410
32,CP94-1762
33,CP97-1743
34,CP19-4206
35,CP04-1736
36,CP10-1329
37,CP15-1097
38,CP97-1291
39,CP93-1326
40,CP16-1239
41,Ho83-0008
42,CP06-2932
43,Ho96-0565
44,CP19-2337
45,CPCL01-6539
46,CP98-1249
47,CL61-0620
9760,CP13-1638
9761,CP19-1819
9762,CP71-0400
9763,CP98-1718
9764,Ho16-0645
9765,CP00-1245
9766,L56-0037
9767,CP19-1440
9768,CP82-1592
9769,L03-0378
9770,CP91-1320
9771,CP17-1781
9772,CP02-1824
9773,CP01-2228
9774,CP07-1103
9775,CP95-1910
7216,CP15-1341
7217,CP78-0334
7218,HoCP01-0500
7219,CP03-1344
7220,CP13-4125
7221,CP95-2040
7222,CP13-2443
7223,CP97-1302
7224,CP97-1910
7225,Ho00-0017
7226,CP14-4282
7227,CP16-1631
7228,CP93-1726
7229,CP89-0839
7230,CP17-1794
7231,CP07-1067
14512,CPCL05-1136
14513,CL77-0797
14514,CP03-1367
14515,CP00-1976
14516,CPCL02-0441
14517,POLY11-07
14518,CP10-1303
14519,CP16-2000
14520,CP01-1561
14521,HB99-0051
14522,CP16-2162
14523,CP17-4380
14524,CPCL02-7312
14525,CP17-4170
14526,CP03-1455
14527,CPCL06-3349
3568,CP01-1291
3569,CP14-1719
3570,HoCP95-0960
3571,CPCL05-1173
3572,CP16-2473
3573,US77-0009
3574,CP01-2573
3575,CP10-2175
3576,CP14-2129
3577,CP99-1182
3578,L79-0031
3579,CP19-1611
3580,CP95-1778
3581,CP14-2173
3582,CP19-2104
3583,CP10-2056
13840,CP93-1119
13841,CP04-1180
13842,CP91-0553
13843,CP02-1715
13844,CL85-3715
13845,CP13-1648
13846,CP11-1035
13847,CP08-1223
13848,CP12-2059
13849,CP16-1951
13850,CP12-1432
13851,Ho05-9527
13852,CP15-1677
13853,CP95-1151
13854,CP00-1967
13855,Ho08-0728
8864,CP18-1117
8865,CP15-2113
8866,HoL15-0516
8867,CP99-2107
8868,CP03-1680
8869,CP17-1726
8870,CPCL05-1800
8871,CP15-1217
8872,CP11-2126
8873,CP98-1722
8874,CP14-1185
8875,CP12-2224
8876,CP92-1779
8877,CP14-4171
8878,AFRI15-0021
8879,CP01-1726
26800,CP16-4061
26801,Ho97-0008
26802,CP18-4211
26803,CP57-0101
26804,CP00-1453
26805,CP95-1092
26806,CP13-2080
26807,L01-0283
26808,Ho13-9115
26809,CP09-1090
26810,CP15-4626
26811,CP03-1532
26812,CP11-1887
26813,CP02-1588
26814,CP05-1632
26815,CP06-3053
7472,CP03-1390
7473,CP03-1899
7474,CP14-1243
7475,CP07-1228
7476,CP06-3056
7477,CP15-2436
7478,CP03-1515
7479,CP14-1472
7480,CP02-1906
7481,CP17-1441
7482,CP14-2276
7483,US99-0001
7484,TCP90-4087
7485,CP02-1956
7486,CP04-2145
7487,Ho72-0113
8544,CP98-1764
8545,CP09-2354
8546,CP14-1944
8547,CP16-2385
8548,CP18-1434
8549,L04-0400
8550,HoCP09-0859
8551,CP95-1741
8552,CPCL13-4017
8553,CP98-1161
8554,CP12-1393
8555,CP16-4002
8556,CP02-1375
8557,Ho16-0649
8558,CP88-0710
8559,Ho13-9147
2096,CP19-2268
2097,CP12-1457
2098,CP02-1147
2099,CP03-1860
2100,CP10-1818
2101,CP95-1172
2102,CP99-1071
2103,Ho01-0564
2104,CP96-1544
2105,CP01-2301
2106,CP91-1312
2107,CP09-1679
2108,CP19-2009
2109,CP06-2030
2110,CP03-1398
2111,Ho15-0977
3968,CP16-1067
3969,CP87-0617
3970,CP11-1496
3971,CP19-1161
3972,CP03-2375
3973,CP13-1928
3974,CP15-4120
3975,CP15-2021
3976,CP07-1358
3977,CP94-1425
3978,Ho12-9014
3979,CPCL06-3316
3980,CP09-1978
3981,CP13-1323
3982,CP14-1488
3983,CP97-1645
6784,CP02-1325
6785,CP04-1214
6786,CP00-1548
6787,CP03-2086
6788,CP95-1702
6789,CP11-2463
6790,HoCP94-0804
6791,CP93-1177
6792,CP01-2141
6793,CP11-2081
6794,CP97-1194
6795,CP02-1839
6796,Ho10-9211
6797,Ho20-9041
6798,CP16-1218
6799,CP13-1512
7840,CP99-1339
7841,CP04-1451
7842,HoCP98-0709
7843,CP95-1728
7844,CP19-2462
7845,CP99-2110
7846,CP06-2078
7847,CP10-1001
7848,CP16-4415
7849,CP11-1248
7850,CP97-1390
7851,CP03-1259
7852,CP16-1576
7853,CP66-0372
7854,L18-0463
7855,CP02-1600
7968,CP98-1588
7969,CP97-1562
7970,CL94-4871
7971,CP99-1499
7972,CP07-1751
7973,CPCL02-0320
7974,CP09-1309
7975,CP17-1909
7976,CP12-1755
7977,CP04-1444
7978,HoCP89-0837
7979,CP94-1056
7980,CP04-1570
7981,CP63-0313
7982,CP10-1160
7983,CP01-1201
8336,CP00-1077
8337,CP03-1705
8338,CP91-1307
8339,HoCP09-0805
8340,CP18-4608
8341,HoCP97-0696
8342,CP09-1765
8343,CP18-4449
8344,CP13-2454
8345,CP06-2425
8346,CP19-2328
8347,CP17-1722
8348,CP92-1739
8349,LCP83-0133
8350,CP03-1212
8351,CP07-2646
4304,CP16-4422
4305,HoCP14-0906
4306,CP92-1132
4307,CP02-2001
4308,CP01-2079
4309,CP01-2310
4310,CP95-1892
4311,L05-0474
4312,CP01-1229
4313,CP98-1818
4314,CP06-2189
4315,CP16-1538
4316,Ho02-0092
4317,CP14-4223
4318,CP00-1855
4319,CP09-1515
2048,CP06-3040
2049,LCP86-0428
2050,CP10-2479
2051,CP03-1267
2052,CP19-4234
2053,Ho03-0016
2054,CP15-4075
2055,CP16-1564
2056,CP97-1234
2057,CP11-2432
2058,HoCP08-0724
2059,Ho11-0524
2060,CP03-1505
2061,Ho01-0040
2062,CP16-1107
2063,CP88-0729
7744,CP16-1444
7745,CP13-1590
7746,CP14-4571
7747,HoCP91-0574
7748,CP19-2075
7749,CP17-1801
7750,CP02-2300
7751,CP99-1475
7752,CP15-1577
7753,CP07-1617
7754,CP12-2397
7755,CP06-3052
7756,CP13-2251
7757,CP95-1497
7758,CP17-4385
7759,CP06-2124
4512,CP11-1691
4513,CP99-1566
4514,Ho14-9224
4515,Ho03-0035
4516,CP19-1066
4517,CP95-1194
4518,CP17-2359
4519,CP12-2100
4520,CP02-1610
4521,CP94-1974
4522,CP04-1015
4523,CP16-1534
4524,Ho94-809
4525,CP09-1044
4526,CP93-1692
4527,CP14-1249
5328,CP98-1262
5329,CP15-2395
5330,CP92-1427
5331,CP04-1998
5332,CP84-0716
5333,CPCL14-4002
5334,CP06-2180
5335,CP17-4469
5336,CP00-1043
5337,CPCL13-4077
5338,CP19-1913
5339,CP93-1764
5340,CP17-1934
5341,HoCP96-0548
5342,CP13-2349
5343,CP09-1100
22800,CP15-1920
22801,CP04-1740
22802,CP11-1077
22803,CP07-2522
22804,CP16-1261
22805,89P2
22806,CP15-2308
22807,L14-0289
22808,11P20
22809,CP94-1065
22810,CP98-1124
