labels,vertex
46591,CP04-1008
37456,HoCP99-0870
37457,SES234
37458,CP95-1090
37459,CP18-1785
37460,CPCL13-4006
37461,LCP83-0123
37462,CP93-1071
37463,CP00-1862
37464,CP16-2221
37465,CP16-1400
37466,Ho97-0689
37467,L06-0027
37468,Ho15-9340
37470,CP86-0912
37471,CP06-2364
37469,L08-0085
45232,CP02-2184
45233,CP03-1382
45234,CP15-4504
45235,CP19-4509
45236,CP12-1056
45237,CP16-2146
45238,CP16-4879
45239,CP03-1536
45240,CP15-4409
45241,CP00-1525
45242,CP19-1556
45243,CP17-4099
45244,CP19-1604
45245,CP11-1665
45246,CP95-2323
45247,CP95-1489
44048,CP17-1460
44049,CP01-1672
44050,CP92-1642
44051,CP10-2493
44052,CP17-2243
44053,CP09-2415
44054,CP19-1964
44055,CP03-1574
44056,CP97-1747
44057,CP10-1373
44058,CP13-2017
44059,CP14-1372
44060,CP13-1707
44061,CP11-2167
44062,CP13-1375
44063,CP16-2144
41264,CP12-1210
41265,CP06-3028
41266,CP01-2285
41267,CP98-1478
41268,CP92-1679
41269,CP18-4145
41270,CP86-1633
41271,CP98-1398
41272,CP95-1722
41274,CP14-1082
41275,CP15-4105
41276,CP13-1294
41277,CP17-2047
41278,CPCL02-8149
41273,CP00-2106
41279,CP00-2220
43392,CP95-1535
43393,Ho82-0009
43394,CP06-3123
43395,CP95-1221
43396,CP17-2035
43398,L05-0453
43399,CP99-1120
43400,CP10-1684
43401,CP98-1107
43402,CP16-2411
43403,CPCL06-3518
43405,CP77-0410
43406,L97-0130
43407,Ho12-0606
43397,CP09-2040
43404,CP04-1463
46624,CP04-1315
46625,CP01-2274
46626,CP06-2160
46627,B70734
46628,CP06-2889
46629,Ho15-0960
46630,CP01-1187
46631,CP97-1207
46632,Ho08-9617
46633,CP92-1535
46634,CP12-1116
46635,CP97-1510
46636,CP09-2479
46637,CP15-1070
46638,CP97-1776
46639,CP15-1051
36784,CP15-2168
36785,CP02-1304
36786,CP98-1634
36787,CP03-1548
36788,CP17-1540
36789,CP06-2873
36791,CP01-2702
36792,CP04-1257
36793,CP13-2373
36794,CP02-2468
36796,CP14-1477
36797,CPCL06-3378
36798,HoCP97-0613
36799,CPCL02-6848
36790,CP94-1476
36795,CP91-1540
44272,CP11-1512
44273,CP86-0929
44274,CP94-1251
44275,CP16-1292
44276,CPCL06-8000
44277,LCP81-0005
44278,CP06-2775
44279,CP11-1483
44280,CP18-1985
44281,L98-0179
44282,Ho87-0021
44283,CP03-1389
44284,CP14-1098
44285,Ho10-9246
44286,CPCL02-1411
44287,CP01-1809
40128,CP17-1767
40130,CP12-1029
40131,CP16-1333
40132,CL02-8052
40133,Ho80-0021
40134,CP84-0733
40135,CP19-4847
40136,CP07-1993
40137,CP18-4217
40138,CP18-1692
40139,CP12-1194
40140,L69-0009
40141,CP01-1950
40142,CP03-1068
40143,CP11-2366
40129,CP15-4271
42576,CP00-1801
42577,CP94-1451
42579,CP87-1018
42580,CP02-1074
42581,CP19-1146
42582,CP95-1695
42583,CP02-1406
42584,CP87-0664
42585,CP13-1289
42586,CP98-1895
42587,CP14-1376
42588,CP15-1049
42589,CP03-1842
42590,CP05-1500
42591,CP02-2593
42578,CP19-2336
37440,CP19-4085
37441,CP09-1116
37442,CP15-4697
37443,CP15-1686
37444,CP12-1307
37446,CP94-2025
37447,CP04-1742
37448,Ho12-9049
37449,CP85-0810
37450,US1643
37451,CP05-1692
37452,CP15-4325
37453,CP06-2417
37454,L01-0280
37445,CP10-1931
37455,CP19-1765
36000,CP17-4700
36002,CP01-1210
36003,CP15-2201
36004,Ho16-0676
36005,CP09-1843
36006,CP18-1719
36008,HoL14-0848
36009,CP17-4102
36010,CP96-1116
36011,CPCL02-0520
36013,CPCL14-4037
36014,CP02-2560
36015,CP06-2918
36001,CP06-2687
36007,CP16-2382
36012,CP01-1465
37792,CP04-1804
37793,Ho17-9162
37794,CPCL02-1762
37795,LCP86-0402
37796,Mix 07 S
37797,CP90-1692
37799,CP10-2192
37800,CP07-2164
37801,CP10-1474
37802,CP98-1164
37803,Ho08-9018
37804,CP12-1973
37805,CP89-2227
37806,CP01-2328
37807,Ho04-9067
37798,CP15-1793
42128,CP17-4832
42129,CP06-2805
42130,CP18-4550
42131,CP09-1547
42132,CP18-2005
42133,CP18-1129
42134,CP01-2582
42136,Ho89-0014
42138,CP12-1695
42139,CP19-2463
42140,CP60-0066
42141,CP14-2547
42142,CP01-1077
42143,CP15-1117
42135,CP95-1012
42137,CP13-1831
37520,CP13-1880
37522,CP93-1168
37523,Ho99-0038
37525,CP14-1780
37526,CP03-1023
37527,CP17-1073
37528,CP98-1037
37529,CP15-1206
37530,CP02-1629
37531,CP13-1933
37532,CP18-2318
37533,CP13-1937
37534,CP16-4694
37535,CP16-4389
37521,L04-0418
37524,CP04-1423
39744,CP12-1861
39745,CP14-2533
39746,CP18-2045
39747,HoCP20-0503
39750,CP95-1748
39751,CP10-1100
39752,CP15-4441
39753,CP12-1202
39754,POLY17-4
39755,CP10-1957
39756,CP06-2985
39757,CP18-4017
39759,Ho15-9333
39748,CP69-0373
39749,CP15-4846
39758,CP18-1294
44640,CP02-1850
44641,CP01-1701
44642,CP94-1982
44643,CP18-1522
44644,CP01-1333
44646,CL85-1111
44647,CP19-1479
44648,POLY10-16
44649,CP06-2621
44650,US74-1183
44651,CPCL05-1143
44652,CP02-1040
44653,CP90-0932
44654,Ho94-0848
44655,CP87-1248
44645,CP07-1375
38400,HoCP11-0504
38401,CP17-2179
38402,CP91-1289
38403,CP16-4496
38404,L79-0018
38405,CPCL06-3230
38406,CP16-4293
38407,CP19-4165
38408,CP94-1461
38409,CPCL02-2235
38410,CP13-1955
38411,CP96-1450
38412,CP06-3136
38413,CP16-1868
38414,CP06-3122
38415,CP02-1524
37632,CP17-4734
37633,HoCP95-0913
37634,CP99-1737
37635,CP14-1396
37636,Ho15-9342
37637,97P7
37638,CP93-1578
37639,CP13-1374
37640,CP95-1733
37641,CP17-2177
37642,POLY10-11
37643,CP09-1997
37644,CP02-1228
37646,CP14-2012
37647,CP93-1278
37645,CP09-2068
41184,CP02-1120
41185,CP06-2845
41186,CP13-1188
41187,US87-1015
41188,CP96-1337
41189,CP01-2534
41190,CP12-1842
41191,CP97-1156
41192,CP94-1166
41193,CP19-1597
41194,CP94-1433
41195,CP14-4183
41197,CP11-1082
41198,CP17-2261
41199,CP99-1239
41196,CP94-1607
45058,CPCL06-3250
45059,CP12-2165
45060,CP16-2223
45061,CP10-2446
45062,CP02-1467
45063,LCP86-0437
45064,CP06-2379
45065,HoCP94-0866
45066,CP99-1159
45067,CP17-1822
45068,CP97-1601
45069,CP06-2192
45070,CP02-2029
45071,CP00-1212
45056,CP01-2194
45057,CP10-1346
40752,Ho94-0816
40753,L74-0075
40754,CP02-1762
40755,CP19-2387
40756,CP01-1861
40757,CP10-1446
40759,CP03-1577
40760,CP97-1311
40761,CP02-1995
40762,CP02-1050
40763,CP10-1917
40764,CP09-1274
40765,CP09-2313
40766,CP17-4686
40767,CP11-1354
40758,CP16-4033
41872,CP12-1182
41873,CP93-1313
41874,CPCL06-3253
41875,CP19-1973
41876,CP17-1795
41877,HoCP18-0868
41879,CP02-2023
41880,CP19-1115
41881,Ho97-0685
41882,CP95-1792
41883,CP91-1002
41884,Ho76-0102
41886,CP15-2000
41887,CP16-4037
41878,CP08-1273
41885,CP12-1361
45184,CP93-1196
45185,CP11-1420
45186,CP05-1499
45187,CP19-1741
45188,L18-0441
45189,CP19-4109
45190,LCP85-0361
45191,CP95-1583
45192,CP06-2929
45193,CP98-1397
45194,CP05-1488
45195,CP94-1515
45196,CP90-0911
45197,CP18-4158
45198,Ho03-0096
45199,CP16-2253
46528,Ho90-0024
46529,CP15-2298
46530,HoCP18-0854
46531,CP18-1277
46532,HoCP03-0701
46533,CP04-1577
46534,CP14-2222
46535,CP97-1193
46536,CP02-2575
46537,CPCL02-2980
46538,CP13-1605
46539,CP15-4479
46540,HoCP03-0703
46541,L88-0070
46542,CP10-1416
46543,CP94-2057
40304,CP18-1487
40305,HoCP96-0512
40306,Ho14-0852
40307,CP14-1580
40308,CP09-1804
40310,CP92-1190
40311,CP04-2085
40312,CP03-2111
40313,CP04-1026
40314,CP04-1587
40315,CP14-2513
40316,CP07-1115
40317,CP13-1706
40318,Ho15-0917
40319,CP00-2095
40309,CP01-2475
38449,CP09-1824
38450,CP02-1929
38451,Ho10-9626
38452,CP15-1795
38453,CP95-1430
38454,CP13-2103
38455,CP13-1834
38456,HoCP17-0707
38457,CP13-1184
38458,CP18-1267
38459,CP11-1282
38460,CP13-1023
38461,CP02-1798
38462,96P1
38463,CP03-1156
38448,CP94-1832
46336,CP09-2399
46337,CP93-1205
46338,CP16-4289
46340,CP14-1468
46341,CP03-1209
46342,CP12-2108
46343,CP94-1626
46344,CP02-1646
46345,CP99-1911
46346,CP09-2063
46347,CP14-1996
46348,CP09-1510
46350,Ho14-9262
46351,CP04-1164
46339,CP12-1532
46349,CP13-2055
42257,CPCL06-3159
42258,CPCL01-6034
42259,CP96-1683
42260,L08-0092
42261,CP18-2319
42262,CP92-1419
42263,CP15-1576
42264,Mix 07 W
42265,CP13-2300
42266,CP04-1615
42267,CP09-1588
42268,CP16-4703
42269,CP09-1486
42270,CP10-1814
42271,CP19-4567
42256,CP93-1204
36432,CP17-2431
36433,CP08-1483
36434,CP13-1170
36435,CP10-1149
36436,CP18-4408
36437,CP94-1893
36438,CP19-1684
36439,CP10-1337
36440,CP09-1338
36441,CP07-2463
36442,CP93-1741
36443,CP12-2084
36444,CP02-2286
36445,L72-0050
36446,CP09-1711
36447,CP07-1956
38880,CP17-2422
38882,CP18-4729
38883,CP01-2634
38884,HoCP89-0846
38885,CP15-4675
38886,Ho20-9056
38887,CP14-2462
38888,CP16-4204
38889,CP78-0344
38890,CP19-4096
38891,HoCP12-0670
38892,LCP82-0076
38893,CP12-2198
38894,CP04-1324
38895,CP92-1405
38881,02P24
39952,CP16-2117
39953,CP95-1424
39954,CP97-1228
39955,CP09-1746
39956,CP17-1381
39957,CP11-1988
39958,CP10-2485
39959,CP16-1274
39962,CP01-1177
39964,CP92-1073
39965,CP10-1297
39966,CP90-0944
39960,CP15-1200
39961,CP13-1298
39963,CP14-1483
39967,CP04-1700
36688,CP15-2386
36689,CP17-1175
36690,CP18-1885
36691,CP13-1437
36692,CP19-1990
36693,Ho98-0017
36694,CP17-1800
36695,CP10-2154
36697,CP17-4263
36699,CP99-1621
36700,CP10-1059
36701,HoCP20-0513
36702,CP92-1499
36703,CP96-1840
36696,CP04-1491
36698,CP08-1914
40384,CP95-1047
40385,CP00-2067
40386,CP12-2052
40387,CP95-1231
40388,CP12-1696
40389,CP01-1110
40390,CP04-1338
40391,CP98-1073
40393,CP16-1993
40394,CP02-1804
40395,CP10-1806
40396,CP07-2190
40397,CP99-1956
40398,CP12-2278
40399,CP19-1021
40392,CP95-1362
44896,CP11-1297
44897,CP92-1893
44898,CP09-2475
44899,HoCP98-0712
44900,CP15-1566
44901,CP94-1337
44902,CP11-2427
44903,CP03-1273
44904,CP04-1660
44905,CP17-1344
44906,Ho15-0978
44907,Ho04-9094
44908,CP09-2218
44909,CP04-1448
44910,CP98-1381
44911,CP07-2409
37216,CP95-1513
37217,Ho76-0061
37218,CP11-2136
37219,CP01-2423
37220,CP19-4263
37221,CP93-1607
37222,CP93-1189
37223,CP94-1403
37224,CP17-1410
37225,CP99-1984
37226,CP09-1336
37227,CP11-2372
37228,CP00-2085
37229,CP79-0301
37230,CP13-1254
37231,CPCL02-2193
35952,CP94-1100
35953,L93-0362
35954,CP02-1719
35956,CP10-1735
35957,CP01-1288
35960,CP13-2230
35961,CP19-1735
35962,L96-0065
35963,CP03-2121
35964,HoCP11-0578
35965,CP12-2214
35966,L12-0228
35967,CP03-1920
35955,L03-0389
35958,L20-0048
35959,Ho18-9223
40048,CP15-4657
40049,CP16-1688
40050,CP13-2263
40051,Ho15-0557
40052,CP17-4758
40053,CP10-1234
40054,CP01-1156
40055,CP10-1737
40056,HoCP05-0930
40057,CP36-0138
40058,CP15-4631
40059,CP95-1567
40060,CP03-1270
40061,CP02-1413
40063,CP92-1200
40062,CP92-1798
36832,CP01-1667
36833,Ho16-9025
36834,CPCL14-4019
36835,CP01-2389
36836,CP17-1869
36837,L91-0286
36838,CP91-1626
36839,CP93-1749
36840,CP12-2250
36842,CP18-1821
36843,AFRI15-0002
36844,CP01-1888
36845,CP10-1295
36847,CP01-2147
36841,CP15-1543
36846,HoCP05-0906
42528,CP03-1636
42530,CP06-2195
42531,CP18-2125
42532,CP96-1789
42533,CP00-1307
42534,97P9
42535,CP93-1608
42536,Ho09-0821
42537,CP18-1646
42538,L10-0143
42539,CP10-2282
42540,CP11-2278
42541,CP11-2039
42542,CP99-1736
42543,CP19-4829
42529,CP95-1098
39472,Ho10-0907
39473,CP18-1299
39474,CP02-2243
39475,CP92-1733
39476,CP14-1324
39477,CP15-4301
39478,CP14-2334
39479,SES-567
39480,CP01-2662
39481,CP18-2348
39484,CP17-2086
39485,CP14-2068
39486,CP93-1255
39487,CP06-2024
39482,CP92-1196
39483,CP14-2381
38784,CP17-2331
38785,CP06-2154
38786,Ho74-0103
38787,CP99-1570
38788,CP87-0601
38789,CP14-2316
38790,CP13-1497
38791,CP15-4674
38792,CP19-1661
38793,CP15-2242
38794,CP15-4244
38795,CP18-1230
38796,CP11-1527
38797,CP15-1593
38799,CP99-1692
38798,CP07-1748
37072,CP18-1007
37073,CP99-1864
37074,CP10-1773
37075,CP18-4502
37076,CP98-1883
37077,LCP81-0012
37078,CP15-2032
37079,CP11-2419
37080,CP89-0831
37081,L05-0463
37082,M4600
37083,L81-0001
37086,L14-0269
37084,CP12-2300
37085,CP93-1510
37087,CP95-1393
41072,CP11-2486
41073,CP16-1484
41075,CP16-1390
41076,CP02-1794
41077,CP94-1696
41078,CP01-1975
41080,Ho09-9401
41081,CP17-1448
41082,CP94-1804
41083,CP99-1184
41084,CP04-1826
41085,CP06-2504
41086,CP01-2358
41087,CP11-1477
41074,Ho16-9061
41079,CP15-1954
46672,Ho16-0656
46673,CC93-0418
46674,CPCL14-4036
46675,CP09-1541
46676,CP17-1436
46677,CP17-4305
46678,CP16-1349
46679,CP10-1211
46680,HoCP07-0601
46681,CP04-1082
46682,CP97-1778
46683,CP95-1336
46684,CP12-1119
46685,Ho14-0813
46686,CP99-1811
46687,CP95-1076
37120,CP18-2234
37121,CP00-1006
37122,CP17-1616
37123,CP09-1597
37124,CPCL06-3453
37125,CP19-1558
37126,CP10-2195
37127,CP17-2349
37129,CP12-1671
37130,CP12-1949
37131,HoCP96-0528
37133,HoCP97-0674
37134,CP98-1993
37135,CP94-1173
37128,CP00-2008
37132,CP17-1942
37777,CP10-1173
37778,CP09-1452
37779,Sumatra#2
37781,CP94-1720
37782,CP16-1470
37783,CP19-1422
37784,CP89-0874
37785,HoCP97-0659
37786,CP16-2194
37787,CP10-1270
37788,CP03-1311
37789,CP95-1075
37790,CP01-1258
37791,CP07-2276
37776,CP16-4717
37780,CP01-1995
36496,CP97-1241
36498,CP95-1551
36499,CPCL06-3416
36500,L06-0002
36501,CP16-1554
36502,CP99-1759
36503,CP16-2024
36504,CP09-2456
36505,CP97-1409
36506,CP10-1701
36508,CP00-1373
36509,CP07-2563
36510,CP16-1863
36511,CP10-2024
36497,CP10-1722
36507,CP10-1179
45168,CP92-1133
45169,CP15-1823
45170,CP02-2175
45171,CP96-1351
45172,CP12-2056
45173,CP16-4278
45174,CP02-1216
45176,CP00-1395
45177,CPCL06-3381
45178,L96-0033
45179,CP15-4866
45180,NG77-75
45181,CPCL06-3429
45182,Ho01-0025
45183,CP13-1161
45175,CP95-1683
41009,CP94-1754
41010,CP01-1652
41011,Ho08-9033
41012,CP01-1369
41013,CP17-4114
41014,CP15-1820
41015,CP01-1166
41016,CP14-2051
41017,CP02-1671
41019,CP04-1531
41020,CP12-1147
41021,CP13-4100
41022,CP11-1943
41023,CP10-1707
41008,CP07-2231
41018,CP99-1583
41952,CP14-1855
41953,CP17-1454
41954,CP15-1222
41955,Ho20-9032
41956,CP95-1719
41957,CP17-1442
41958,HoL15-0563
41959,H32-6774
41960,CP97-1570
41961,CP13-1390
41962,CP15-4488
41963,CP19-1471
41965,CP17-4796
41966,CP10-1371
41967,CP19-4730
41964,CPCL02-6188
41936,Ho11-9405
41937,CP91-1062
41938,Ho05-9062
41939,CP03-1692
41941,CP91-1536
41942,CP15-2267
41943,CP17-1361
41944,Ho13-9151
41945,CP95-1059
41946,B16356
41947,CP04-1849
41948,CP02-1173
41949,CP16-1465
41950,CP91-1529
41951,CP98-1829
41940,CP06-2414
41056,CP06-2799
41057,CP07-2317
41058,CP14-1047
41059,CP00-1709
41060,CP91-1241
41061,CP19-1269
41062,CP15-2135
41063,CP97-1244
41064,CP98-1088
41065,Ho15-0564
41066,CL87-2882
41067,CP11-1662
41068,CP05-1738
41069,CP18-1621
41070,CP73-1547
41071,Ho13-0712
38816,CP06-2087
38817,CP98-1391
38818,CP18-4080
38819,CP11-1657
38822,CP11-1712
38823,CP10-1046
38824,Ho98-0012
38825,L98-0194
38826,CP11-1398
38827,CP14-4507
38828,CP17-4022
38829,CP02-1148
38830,CP91-1035
38831,CP07-1467
38820,CP10-1252
38821,CPCL06-3511
37328,CP15-4650
37329,CP17-2062
37330,CP04-1462
37331,CP13-2228
37332,CPCL02-0124
37333,HoCP13-0737
37334,CP97-1160
37335,CP07-2508
37336,CP10-1117
37337,CP15-2380
37338,CP98-1889
37339,CP01-2146
37340,CP17-2367
37341,CP19-1142
37342,CP12-1196
37343,CP02-1586
41584,Ho05-9005
41585,CP06-2413
41587,CP01-1920
41588,CP16-4596
41590,CP99-1392
41591,B45181
41592,HoCP15-0519
41593,CP94-1976
41594,CP99-2113
41595,CP00-1157
41596,CPCL14-4068
41597,CP03-2081
41599,CP02-1511
41586,CP14-2178
41589,L72-0005
41598,CP06-2400
40224,CP07-1902
40225,CP07-1385
40227,CP09-1807
40228,L96-0023
40229,CP01-2005
40230,CP12-2012
40231,CP52-0034
40232,CP15-2049
40233,CP15-4194
40234,CP03-1395
40235,CP93-1180
40236,CP94-1427
40237,CP98-1041
40238,CP97-1917
40226,LCP84-0220
40239,CP04-1330
42208,CP03-1844
42209,CP15-2506
42210,CP07-1939
42212,CP95-1342
42213,CP09-2129
42214,CP16-4791
42215,L20-0054
42216,CP13-1716
42217,CP93-1277
42218,87P07
42219,CP94-1310
42220,CP06-2726
42221,CP12-1578
42222,CP83-0619
42223,HoCP03-0742
42211,CP13-2342
42736,CP15-1692
42737,CP15-4026
42738,CP97-1853
42739,CP19-1060
42740,CP99-1203
42741,CP16-1812
42742,CP09-1861
42744,Ho20-9054
42745,CP96-1027
42746,CP72-0340
42747,CP18-4568
42748,HoCP20-0565
42749,CP02-1949
42750,CP94-1656
42751,CP02-1018
42743,CP95-1247
42096,CP98-1915
42097,CP09-1355
42100,US90-1074
42101,CP17-1666
42102,CP96-1639
42103,CP03-1669
42104,CP19-1057
42106,CP90-1626
42107,CP93-1013
42108,CP10-1086
42109,CP95-1575
42110,Ho20-9028
42111,Ho82-0007
42098,CP16-1027
42099,CP17-2010
42105,CP16-1864
45088,CP19-2063
45089,CP12-1539
45090,CP12-1989
45091,CP09-1395
45092,CP17-2122
45094,CP01-1417
45095,CP17-4431
45096,CP17-1768
45097,CP06-2255
45098,CP19-1340
45099,CP17-1499
45100,CP83-0626
45101,CP96-1253
45102,CP16-2269
45103,HoCP04-0811
45093,TCP89-3513
43745,CP11-1494
43746,CP06-2839
43747,CP94-1146
43748,CP04-1495
43749,CP11-1341
43750,L93-0364
43751,CP03-1480
43752,CP18-4117
43753,CP15-4329
43754,CP17-1935
43755,CP02-1652
43756,CP15-4057
43757,CP19-2258
43758,CP10-2287
43759,CP18-2154
43744,CP00-1224
38016,CP96-1041
38017,CP15-1365
38018,CP99-1569
38019,CP17-1870
38020,CP15-1897
38022,CP01-1924
38024,CP95-1239
38026,CP95-1956
38027,CP99-1053
38028,L14-0265
38029,CP04-1860
38030,CP04-1969
38031,CP19-1525
38021,POJ1499
38023,CP95-1145
38025,CP17-2468
38752,Ho82-0006
38753,Co214
38754,CP93-1173
38755,CP14-1845
38756,CP03-1255
38757,CP11-1363
38758,CP16-2361
38760,CP10-2214
38761,CP00-1829
38762,CP13-1269
38763,CP15-4192
38764,CP02-1336
38765,HoCP15-0503
38766,CP99-1497
38767,CP18-2419
38759,CP11-2245
37488,CP16-1938
37489,CP07-2113
37490,CP11-1955
37491,CP97-1681
37492,CP04-1094
37493,CP09-1803
37495,CPCL05-1201
37496,CP17-1014
37497,Ho02-0096
37498,CP17-1174
37499,CP14-1400
37500,CP17-4752
37501,CP11-1289
37503,CP15-4702
37494,CP16-1891
37502,CP94-1629
45264,CP09-2258
45265,CP16-2041
45266,CP98-1901
45267,CP15-1261
45268,CP15-1659
45269,CP10-1432
45270,L90-0188
45271,CP11-1181
45272,CP09-1980
45273,CP16-4378
45274,CP11-1544
45275,HoCP97-0614
45276,CP18-4716
45277,CP85-0822
45278,CP92-1410
45279,CP94-1664
37872,CP17-1960
37873,CP00-1842
37875,CP11-2431
37876,CP04-1344
37877,CP14-1138
37878,CP11-1699
37879,CP14-2123
37880,CP00-2054
37881,CP15-1104
37882,CP02-1112
37883,CP96-1145
37884,CP19-2312
37885,CP91-1501
37886,HoCP17-0702
37887,CP11-1425
37874,CP15-1422
37408,CP09-1174
37409,CP03-1331
37410,CP04-1235
37411,CP11-1184
37412,CP17-1044
37413,CP09-1501
37414,CP10-2102
37415,CP14-2131
37416,CP16-1604
37417,HoCP22-733
37418,CP09-1903
37419,CP97-1835
37420,CG01-0053
37422,CP02-2266
37423,CP15-1278
37421,CP19-2097
40944,CP03-1937
40945,CP17-1925
40946,HoCP01-0513
40947,CP01-1967
40949,CP13-1540
40950,CP16-1501
40951,CP10-2262
40952,CP15-2523
40953,CP08-2306
40955,CP07-1787
40956,US90-1002
40957,CP18-2231
40958,CP01-1008
40948,HoCP13-0730
40954,CP19-2293
40959,CP03-1590
45520,LCP87-0478
45521,CB41-0076
45522,CP17-4750
45523,CP17-4271
45524,CP11-1726
45525,CP04-1003
45526,CP18-2381
45527,CP03-1163
45528,CP00-1316
45529,CP16-1657
45530,LCP85-0333
45531,CP13-1428
45532,CP03-1751
45533,CP17-2126
45534,CP14-1007
45535,CP97-1579
37744,CP19-4329
37745,CP01-1657
37746,CL99-2651
37747,CP19-4880
37749,CP91-1535
37750,CP07-1903
37751,LCP85-0339
37752,CP18-1787
37753,CP17-4246
37754,CP17-4507
37755,CP93-1352
37756,CP95-1989
37758,CP92-1378
37759,CP08-2392
37748,CP15-1960
37757,CP04-1866
45312,L99-0231
45313,CP07-2399
45314,CP14-2052
45315,CP16-4767
45316,CP19-4666
45317,CP00-1897
45318,CP06-2514
45319,CP14-4612
45320,CP10-1344
45321,CP92-1415
45322,CP09-1323
45323,CPCL14-4063
45324,CP99-1183
45325,CP01-1007
45326,CP04-1030
45327,CP95-1439
40000,CP18-2320
40002,L89-0157
40003,CP03-1107
40004,CP17-2327
40005,Ho04-9075
40006,CP00-1206
40007,Ho05-9514
40008,CP59-0017
40009,CP17-4283
40010,CP18-1453
40013,CP16-4404
40014,CP12-1406
40015,CP13-2469
40001,CP00-1391
40011,CP02-1279
40012,CP11-2013
41408,CP07-1299
41409,CP15-1683
41410,CP18-1038
41411,CP95-1143
41412,CP99-1295
41413,CP13-1458
41414,CP14-2062
41415,CP02-2202
41417,CP17-4478
41418,CP96-1660
41419,CP99-1046
41420,CP13-1193
41421,CP09-1276
41422,HoCP02-0618
41423,CP09-1983
41416,CP02-2106
43072,CP14-1842
43073,CP96-1229
43074,CP14-1220
43075,CP12-1521
43076,CP92-1531
43077,CPCL13-4003
43078,CP17-1337
43079,CP19-1270
43080,CP98-1502
43081,CP12-1560
43082,06P06
43083,CP10-2127
43084,CP14-2064
43085,CP16-1851
43087,CP15-1635
43086,Ho05-0940
38416,CP15-4138
38417,CP18-1830
38418,CP15-4499
38419,Ho87-0016
38420,CP01-1642
38421,CP19-2411
38422,CP98-2080
38423,CP16-2401
38425,CP00-2126
38426,CP16-1682
38427,CP95-1390
38428,CP02-2351
38429,CP13-4101
38431,Ho17-9134
38424,CP19-1843
38430,CP16-2022
45328,CP12-2472
45329,CP02-2252
45330,CP04-1592
45331,Ho02-0099
45332,CP15-4147
45333,CP08-1965
45334,L06-0005
45335,CP97-1997
45336,CL92-4589
45337,L07-0048
45338,L96-0067
45339,CP16-4501
45340,CP96-1823
45341,CP93-1209
45342,CP97-1063
45343,CP06-2082
42240,CP19-2170
42241,CP96-1695
42242,CP19-1753
42243,L18-0475
42244,CP01-1612
42245,CP04-1191
42246,CPCL14-4010
42247,CP11-1188
42248,CP70-0402
42249,CP00-1072
42250,CP94-1571
42251,CP18-1283
42252,CP99-1761
42253,CP17-1752
42254,CP11-1938
42255,CP99-1792
43056,L68-0064
43057,CP19-2074
43058,CP06-2166
43059,CP19-1772
43060,L97-0119
43061,CP07-2643
43062,CP14-1447
43063,US95-1095
43064,CP13-2281
43065,CP99-2071
43066,CP93-1339
43067,CP93-1659
43069,CP15-2230
43070,CP06-2054
43071,CP95-1122
43068,HoCP94-0867
38048,CP10-1850
38049,CP02-2549
38050,CP01-2608
38052,CP95-1272
38053,L00-0278
38054,CP98-1750
38055,CP15-2360
38056,CP81-1425
38057,CP93-1023
38058,CP14-1666
38060,CP98-1104
38061,CP12-1566
38062,CP97-1706
38063,CL02-8050
38059,CP01-1119
38051,CP09-2390
38032,CP06-2341
38033,CP19-4432
38034,CP02-2324
38035,CP06-2529
38038,CP02-1156
38039,CP11-1319
38040,CP92-1692
38042,CP00-1779
38043,CP10-2428
38044,L05-0470
38045,CP93-1491
38047,CP09-1160
38036,CP95-2266
38037,CP92-1232
38041,CP02-1858
38046,CP97-1720
42656,CP10-1094
42657,CP14-4531
42658,CP85-1498
42659,CP97-1019
42660,CP17-1213
42661,CP00-1589
42662,CP92-1043
42663,CP09-2145
42664,CP14-2094
42665,CP11-1692
42666,Ho03-0083
42667,HoCP17-0710
42668,CPCL06-3466
42669,CP00-2057
42670,CP98-1238
42671,CP04-1280
39184,CP10-2128
39185,Ho03-0019
39186,CP96-1234
39187,CP88-0735
39188,CP06-2856
39189,CP16-1653
39190,Ho17-0718
39191,CP96-1502
39192,CPCL02-6394
39193,CP00-1450
39194,Ho08-9043
39195,CP02-1411
39196,CP04-1949
39197,CP14-4504
39198,CP11-1450
39199,CP12-1797
37008,CP98-1696
37009,CP14-4266
37010,L68-0018
37011,CP13-1062
37012,CP10-1785
37013,Ho10-0919
37014,CP10-1072
37015,CP99-1553
37016,CP92-1830
37017,CP15-2182
37018,CP12-1759
37019,CP15-4070
37020,CP15-1324
37021,CP15-1690
37022,CP07-2527
37023,CP15-1931
37952,CP13-1439
37953,CP97-1773
37954,CP10-1490
37955,CPCL06-3174
37956,CP16-2003
37957,CP16-4744
37958,CP02-2074
37959,CP10-2361
37960,Ho15-0936
37961,CP18-1217
37962,CP03-1490
37963,CP90-1617
37964,CP19-1534
37967,CP94-1409
37965,CP04-2102
37966,HoCP19-0927
36288,03P22
36289,CL93-4672
36290,CP16-4873
36291,CP00-1716
36292,CP11-1305
36293,CP15-4405
36294,CP17-4342
36295,CP16-2177
36296,CP17-4798
36298,CP99-1335
36299,CP98-1677
36300,CP94-1149
36301,CP93-1170
36302,CP10-1105
36303,CP18-1059
36297,CP00-1938
45408,Ho10-9209
45409,CP98-1947
45410,CP11-1339
45411,HoCP00-0932
45414,Ho15-9307
45415,CP13-1304
45416,CP01-2161
