,partition,vertex
34950,18,CP16-2080
34951,14,CP93-1597
34952,9,CP09-1347
34953,22,CP00-2028
34954,2,CP02-1754
34955,0,HoCP22-707
34956,0,Ho17-9135
34957,7,CP09-1138
34958,0,CP09-1105
34959,9,CP11-1180
34960,0,Ho12-9020
34961,18,CP19-4542
34962,18,CP16-2048
34963,35,CP94-1834
34964,6,CP10-1575
34965,3,L95-0484
34966,3,CP92-1752
34967,20,CP12-1906
34968,8,CP19-1048
34969,18,CP17-1700
34970,9,CP07-2120
34971,9,CP18-1511
34972,20,CP07-2410
34973,3,Ho74-0036
34974,8,CP16-4126
34975,0,Ho19-9307
34976,27,CP96-1549
34977,17,CP92-1227
34978,0,L99-0239
34979,18,CP15-4653
34980,26,CP98-2026
34981,2,CP00-1557
34982,13,CPCL14-4108
34983,3,HoCP93-0755
34984,7,CP16-1154
34985,17,HoCP02-0611
34986,5,CP95-1758
34987,16,CP15-1606
34988,7,CP17-1169
34989,1,CP99-1157
34990,18,CP19-1274
34991,17,CP01-1603
34992,3,HoCP97-0681
34993,0,CP01-1017
34994,5,CP93-1573
34995,4,CP04-1260
34996,0,CP06-2009
34997,11,CP04-1282
34998,0,L16-0368
34999,2,CP10-1595
35000,12,CP06-2388
35001,6,CP07-2446
35002,2,CP01-1409
35003,2,CPCL06-3464
35004,17,CP97-2016
35005,10,CP11-1093
35006,13,CPCL14-4052
35007,18,CP15-1957
35008,0,IND81-0166
35009,4,00P03
35010,0,HoCP89-0879
35011,0,HoCP09-0847
35012,0,Cuba
35013,18,ISD30
35014,0,LCP86-0408
35015,0,CP87-0661
35016,3,US56-15-8
35017,32,TCP91-3549
35018,3,CP75-0330
35019,3,TCP93-4270
35020,3,CP79-0327
35021,4,CP98-1837
35022,4,CP00-1570
35023,0,L89-0163
35024,8,CP18-1216
35025,3,Ho73-0056
35026,7,CP16-4093
35027,3,Ho83-0011
35028,2,CP02-2501
35029,27,CP97-1515
35030,8,CP12-2117
35031,12,CP11-2113
35032,20,CP10-2166
35033,2,CP04-1596
35034,2,CP94-1954
35035,0,CP11-2230
35036,0,CP18-1917
35037,3,CP67-0422
35038,9,CP11-2430
35039,27,CP96-1580
35040,18,CP17-2284
35041,8,CP18-2367
35042,10,CP16-1923
35043,4,CP03-1252
35044,2,CP00-1294
35045,5,CP94-1873
35046,5,CP94-1647
35047,8,CP17-1331
35048,3,CP95-1904
35049,0,CP17-4548
35050,2,CP99-2106
35051,19,CP19-1227
35052,8,CP04-1087
35053,0,CP11-1482
35054,7,CP13-1198
35055,18,CP16-2074
35056,6,CP14-1160
35057,18,CP15-4685
35058,0,L03-0367
35059,8,CP07-1753
35060,6,CP10-1645
35061,18,CP15-2322
35062,9,CP09-2110
35063,3,CP95-1637
35064,0,Ho03-0057
35065,17,CP97-1146
35066,21,CP03-1763
35067,2,CPCL06-3223
35068,2,CP94-1483
35069,17,CP91-1243
35070,5,CP93-1201
35071,7,CP13-1652
35072,0,LCP83-0165
35073,3,CP85-0861
35074,3,CP87-0609
35075,0,Ho08-9003
35076,64,Phampton
35077,15,TCP93-3596
35078,3,POJ2222
35079,0,HoCP11-0566
35080,37,H32-8560
35081,3,Ho77-0012
35082,3,CP81-0341
35083,0,CP88-0781
35084,0,CP91-0516
35085,3,LCP81-0005
35086,3,Ho83-0018
35087,0,N55-0805
35088,0,L75-0020
35089,0,HoCP02-0612
35090,7,TCP01-4568
35091,3,Ho80-0010
35092,22,US95-1063
35093,3,CP77-0401
35094,0,CP08-2387
35095,0,IMP9838
35096,0,Ho12-0628
35097,3,CP87-0626
35098,3,CP71-0405
35099,0,Ho07-9020
35100,0,Ho08-9037
35101,3,Ho77-0010
35102,3,L70-0065
35103,2,CPCL02-8007
35104,36,Co603
35105,3,TCP89-4036
35106,3,Ho72-0122
35107,3,Ho91-0013
35108,3,L71-0094
35109,13,CL88-5257
35110,3,CP87-0664
35111,3,LCP82-0058
35112,3,H44-2818
35113,0,Ho08-9002
35114,3,CL54-0134
35115,3,US67-0023-0014
35116,3,CP70-0394
35117,0,Ho11-9328
35118,0,Ho05-9529
35119,15,CL93-2578
35120,8,CP19-1799
35121,5,CP95-2026
35122,20,CP10-1510
35123,18,CP14-2174
35124,12,CP09-1093
35125,12,CP09-2483
35126,1,CP00-1740
35127,18,CP16-2005
35128,22,CP99-1139
35129,7,CP19-1026
35130,7,CP16-1850
35131,27,CP97-1652
35132,5,CP95-1817
35133,0,L20-0069
35134,6,CP11-1903
35135,3,HoCP94-0842
35136,0,CP11-2421
35137,15,CP05-1473
35138,2,CP02-1226
35139,7,CP14-1283
35140,7,CP16-1145
35141,25,CP12-1144
35142,5,CP93-1486
35143,2,CP12-1887
35144,17,CP72-1370
35145,18,CP19-4668
35146,27,CP97-1735
35147,8,CP19-2143
35148,20,CP10-1492
35149,9,CP09-1432
35150,2,CP01-2196
35151,0,AFRI15-0008
35152,2,CP81-1384
35153,1,CP91-1795
35154,18,CPCL97-2730
35155,17,CP81-1425
35156,8,CP09-2392
35157,10,CPCL99-2651
35158,22,CP89-2376
35159,1,CP84-1322
35160,9,POLY10-09
35161,10,CL88-2747
35162,7,CP11-1314
35163,7,CP08-1965
35164,7,CP08-1183
35165,18,CP04-1935
35166,18,CP12-2195
35167,1,HoCP85-0845
35168,8,CP19-1796
35169,17,CP93-1259
35170,5,CP93-1685
35171,23,CP13-2128
35172,41,CP05-1650
35173,5,CP94-1931
35174,27,CP02-1759
35175,5,90P18
35176,2,CP01-2453
35177,4,CP04-1528
35178,13,CP12-1954
35179,3,CP82-0518
35180,14,CP03-1854
35181,22,CP11-2006
35182,22,CP99-1109
35183,18,CP17-1715
35184,7,CP16-2279
35185,15,CP06-2855
35186,17,CP93-1744
35187,5,CP94-1150
35188,9,CP11-1186
35189,0,CP02-2019
35190,21,CP98-1463
35191,2,CP03-1672
35192,5,CP95-1587
35193,3,Ho99-0030
35194,2,CP02-1941
35195,2,CP02-1802
35196,5,CP93-1129
35197,2,CP10-2094
35198,28,CP14-4410
35199,7,CP15-1230
35200,18,CP16-4655
35201,3,L95-0466
35202,0,Ho19-9351
35203,24,CPCL02-6260
35204,8,CP15-4323
35205,3,CP71-0377
35206,6,CP07-2202
35207,18,CP16-1740
35208,12,CP07-1963
35209,2,CPCL06-3473
35210,7,CP13-1328
35211,0,CP11-2083
35212,3,L92-0337
35213,8,CP19-2145
35214,35,CP95-1530
35215,7,CP15-4107
35216,2,CP01-1554
35217,9,CP10-1753
35218,25,CP13-1028
35219,5,CP94-1450
35220,6,CP12-2408
35221,3,L94-0410
35222,10,CP17-4627
35223,8,CP18-1013
35224,27,CP96-1422
35225,14,CP92-1370
35226,11,CP01-1856
35227,34,CP94-1388
35228,0,CP09-2346
35229,18,CP19-1863
35230,16,CP15-1865
35231,3,CP74-0386
35232,18,CP15-2186
35233,4,CP04-1500
35234,6,CP09-1537
35235,1,CP97-1065
35236,1,CP03-1227
35237,7,CP15-1128
35238,8,CP17-1546
35239,16,CP19-4131
35240,8,CP18-1978
35241,13,CPCL14-4126
35242,2,CP07-1490
35243,1,CP98-1309
35244,3,TCP97-4442
35245,17,CP92-1473
35246,4,CP04-2069
35247,10,CP92-1360
35248,2,CP04-1754
35249,15,CP06-2615
35250,18,CP19-4051
35251,19,CP19-1308
35252,6,CP11-1075
35253,1,CP00-1372
35254,2,CP01-2010
35255,34,CP94-1349
35256,8,CP15-1210
35257,0,Ho08-9011
35258,17,CP96-1398
35259,2,CP02-2498
35260,18,CP17-1881
35261,2,CP02-2149
35262,3,HoCP97-0694
35263,3,CP03-2458
35264,20,CP10-1881
35265,7,CP14-1687
35266,3,L84-0253
35267,2,CP10-1102
35268,8,CP17-1853
35269,5,CP99-1871
35270,1,CP99-1199
35271,12,CP09-2338
35272,18,CP19-1861
35273,11,CP03-1914
35274,6,CP12-1192
35275,8,CP13-2068
35276,19,CP19-2236
35277,9,CP02-1696
35278,7,CP13-1680
35279,8,CP19-1319
35280,2,CP12-1544
35281,4,CP03-2022
35282,6,CP09-1420
35283,7,CP19-1993
35284,5,CP02-1207
35285,0,L20-0053
35286,18,CP18-4219
35287,2,CP01-2101
35288,22,CP00-2034
35289,0,Ho09-0833
35290,18,CP17-1888
35291,0,HoCP14-0853
35292,7,CP17-4536
35293,3,LCP86-0400
35294,18,CP17-1931
35295,2,CP01-1503
35296,9,CP15-1089
35297,10,CP19-1206
35298,9,CP13-1588
35299,18,CP15-4668
35300,18,CP17-1907
35301,6,CP12-2055
35302,2,CP01-1696
35303,9,CP11-2434
35304,14,CP97-1819
35305,0,L07-0050
35306,16,CP15-1784
35307,35,CP93-1003
35308,17,CP90-1589
35309,0,L19-0485
35310,30,CP05-1385
35311,3,CP99-1589
35312,7,CP12-1177
35313,7,CP19-1082
35314,18,CP18-2421
35315,9,CP13-1274
35316,12,CP15-1637
35317,8,CP04-2011
35318,2,CP00-1215
35319,20,CP10-2113
35320,5,CP93-1670
35321,11,CP02-2582
35322,3,LCP85-0305
35323,17,CP91-1381
35324,14,POLY00-2
35325,18,CP18-4523
35326,4,CP03-2318
35327,28,CP14-2354
35328,0,HoCP13-0754
35329,27,CP97-1956
35330,2,CP00-1382
35331,10,CP16-1608
35332,6,CP13-2094
35333,8,CP15-4341
35334,2,CP02-1765
35335,17,CP93-1714
35336,4,CP06-2558
35337,26,CP98-1200
35338,1,CP02-2158
35339,1,CP92-1683
35340,6,CP10-1401
35341,8,CP19-2447
35342,2,CPCL06-3484
35343,2,CP01-1548
35344,6,CP14-1370
35345,18,CP17-2092
35346,0,CP17-1201
35347,1,CP04-1012
35348,18,CP16-2470
35349,14,CP93-1525
35350,14,CP02-1813
35351,18,CP16-1711
35352,16,CP15-1643
35353,5,CP93-1681
35354,7,CP15-4742
35355,1,CP99-1899
35356,0,Ho06-9002
35357,2,CP94-2145
35358,2,CP03-1640
35359,1,CP00-2122
35360,34,CP94-1369
35361,18,CP15-1569
35362,8,CP16-1090
35363,2,CP03-2075
35364,0,L06-0037
35365,21,CP98-1466
35366,7,CP19-4762
35367,13,CP13-1044
35368,2,CPCL06-3506
35369,0,HoL14-0833
35370,7,CP17-4491
35371,2,CP97-1251
35372,2,CP07-1497
35373,8,CP15-2080
35374,3,CP90-0961
35375,7,CP17-4539
35376,3,CP88-0753
35377,3,CP03-1151
35378,7,CP15-1250
35379,2,CP99-1846
35380,33,HoCP93-0725
35381,4,CP04-2150
35382,18,CP16-4432
35383,12,CP11-1933
35384,18,CP17-1577
35385,8,CP19-1674
35386,8,CP19-1105
35387,2,CP03-1005
35388,9,CP07-1885
35389,7,CP19-1131
35390,34,CP94-1406
35391,7,CP17-1303
35392,25,CP12-1708
35393,17,CP01-1568
35394,25,CP11-2213
35395,27,CP96-1235
35396,5,CP94-1597
35397,10,CP92-1353
35398,3,L96-0015
35399,6,CP10-1975
35400,1,CP97-1269
35401,18,CP19-1537
35402,1,HoCP95-0996
35403,15,CP93-1368
35404,0,Ho14-0812
35405,5,CP95-2276
35406,7,CP18-1190
35407,18,CP17-1746
35408,21,CP01-1210
35409,18,CP15-2201
35410,0,Ho16-0676
35411,23,CP09-1843
35412,18,CP16-2382
35413,0,HoL14-0848
35414,8,CP17-4102
35415,27,CP96-1116
35416,13,CPCL02-0520
35417,13,CPCL14-4037
35418,47,CP02-2560
35419,18,CP17-4700
35420,4,CP06-2687
35421,7,CP18-1719
35422,5,CP01-1465
35423,8,CP14-1778
35424,0,HoCP22-720
35425,0,HoCP96-0520
35426,18,CP15-1840
35427,1,CP97-1848
35428,10,CP16-4316
35429,0,Ho16-0647
35430,0,L19-0005
35431,6,CP12-1255
35432,1,CP99-1519
35433,50,99P01
35434,17,CP00-1521
35435,0,CP16-2445
35436,0,AFRI15-0014
35437,16,CP14-4322
35438,15,CP04-1498
35439,6,CP18-4388
35440,7,CP15-4354
35441,0,L10-0154
35442,3,Ho90-0009
35443,18,CP18-2275
35444,19,CP11-1944
35445,3,CP66-0436
35446,6,CP11-1646
35447,7,CP14-2166
35448,2,CP11-2526
35449,7,CP14-1041
35450,18,CP17-4265
35451,15,CPCL01-7209
35452,28,CP13-1367
35453,5,CP94-1817
35454,2,CP02-1217
35455,27,CP99-1670
35456,0,Ho14-0905
35457,6,CP09-2324
35458,0,Ho11-0562
35459,26,CP96-1658
35460,28,CP14-4307
35461,2,CP03-2150
35462,2,CP17-4333
35463,18,CP16-1824
35464,8,CP18-1020
35465,20,CP10-1280
35466,28,CP14-4277
35467,15,CP93-1360
35468,21,CP06-2947
35469,5,CP93-1166
35470,61,L97-0108
35471,3,NG57-0208
35472,9,CP15-1109
35473,35,CP95-1505
35474,25,CP17-1372
35475,1,CP99-1179
35476,12,CPCL02-1284
35477,7,CP16-1855
35478,1,CP00-1812
35479,6,CP08-1984
35480,1,CP90-1529
35481,0,Ho16-0634
35482,5,CP96-1089
35483,8,CP15-1998
35484,20,CP10-2108
35485,18,CP16-4900
35486,1,CP01-2372
35487,14,CP95-1932
35488,37,H41-3340
35489,3,Ho81-0002
35490,26,P3248
35491,1,AzuldeCasa
35492,3,CP79-1374
35493,0,L12-0197
35494,0,HoCP04-0807
35495,36,D146
35496,3,CP67-0413
35497,3,CP90-0962
35498,0,Ho04-9093
35499,0,Ho03-0059
35500,22,97P09
35501,1,CP95-2204
35502,0,Ho10-9239
35503,3,US65-15-6
35504,16,CP15-1731
35505,2,CP00-1357
35506,0,Ho18-9236
35507,13,CP11-2268
35508,16,CP14-1770
35509,5,CP96-1452
35510,3,L94-0421
35511,2,CP02-2006
35512,6,CP11-1257
35513,22,CP02-1416
35514,5,CP02-1934
35515,18,CP16-2135
35516,7,CP17-2164
35517,18,CP16-1960
35518,13,CPCL06-3348
35519,0,CP16-2444
35520,30,CP03-1642
35521,21,CP98-1464
35522,0,Ho12-9048
35523,3,LCP84-0272
35524,0,HoCP01-0543
35525,3,LCP87-0002
35526,2,CP00-1552
35527,15,CP92-1855
35528,0,HoCP98-0778
35529,5,CP95-1750
35530,3,HoCP98-0705
35531,2,CP16-4346
35532,17,CP98-1798
35533,7,CP16-1070
35534,5,CP94-1604
35535,8,CP16-1556
35536,7,CP13-1699
35537,3,CP95-1638
35538,18,CP15-2323
35539,19,CP09-1206
35540,4,CP04-1380
35541,5,HoCP97-0667
35542,2,CP13-1317
35543,28,CP14-4204
35544,2,CP10-2484
35545,27,CP90-1394
35546,25,CP07-2070
35547,17,CP91-1027
35548,5,CP95-1211
35549,13,CPCL02-0376
35550,4,CP05-1588
35551,29,CP19-2174
35552,3,CP87-0618
35553,0,Ho05-9025
35554,7,POLY11-04
35555,0,Ho03-0024
35556,0,L79-1003
35557,3,Ho91-0011
35558,0,Ho05-9004
35559,3,CP72-0353
35560,3,US66-56-4
35561,6,CPCL06-8000
35562,3,Ho79-0027
35563,0,Ho10-0925
35564,3,US60-8-3
35565,24,CL88-4723
35566,3,CP78-0349
35567,0,Ho95-0995
35568,25,CP12-1014
35569,1,CP97-1364
35570,17,CP98-1527
35571,12,CPCL02-2690
35572,11,CP15-1726
35573,12,CP10-2403
35574,7,CP16-4042
35575,9,CP12-2132
35576,13,CP13-2321
35577,19,CP16-4748
35578,0,CP92-0659
35579,2,CP07-2358
35580,9,CPCL02-2101
35581,2,CP02-1601
35582,17,CP98-1518
35583,7,CP17-1438
35584,22,CP00-2077
35585,2,CP13-1936
35586,18,CP17-1683
35587,8,CP18-2328
35588,19,CP12-1107
35589,0,HoCP04-0805
35590,33,CP97-2138
35591,7,CP15-1506
35592,7,CP09-1819
35593,7,CP17-1539
35594,21,CP06-2940
35595,2,CP02-2225
35596,7,CP14-4318
35597,8,CP19-1366
35598,8,CP19-2215
35599,5,CP93-1181
35600,0,Ho09-9124
35601,0,Ho11-0529
35602,0,Ho05-9018
35603,17,US87-1001
35604,0,Ho10-9235
35605,26,Co440
35606,7,POLY12-35
35607,24,CL91-0857
35608,0,Ho10-9208
35609,17,US94-1007
35610,0,Ho07-9016
35611,0,Mandalay
35612,3,LCP85-0371
35613,3,CP67-0424
35614,6,TCP04-4677
35615,3,US66-3-8
35616,14,CP97-1801
35617,4,CP06-2612
35618,8,CP17-1651
35619,3,CP81-0320
35620,4,CP06-2698
35621,7,CP15-1283
35622,4,CP03-2464
35623,28,CP14-4427
35624,19,CP19-1323
35625,17,CP93-1227
35626,7,CP17-4069
35627,19,CP09-1975
35628,9,CP07-1803
35629,27,CP97-1429
35630,0,AFRI15-0024
35631,1,CP98-1349
35632,9,CP12-2463
35633,2,CP04-1104
35634,9,CP13-1538
35635,5,CP94-1875
35636,5,CP94-1760
35637,5,CP95-1617
35638,14,CP92-1392
35639,16,CP14-2468
35640,18,CP16-1833
35641,9,CP10-1745
35642,27,CP98-1646
35643,27,CP98-1628
35644,0,CP11-1491
35645,1,CP98-3013
35646,18,CP15-1714
35647,3,HoCP96-0508
35648,9,CPCL06-3435
35649,3,CP90-0913
35650,18,CP18-1445
35651,0,CP11-1487
35652,18,CP19-2084
35653,18,CP15-1670
35654,20,CP10-2496
35655,6,CP11-2487
35656,16,CP14-1273
35657,8,CP19-2386
35658,1,CP98-1886
35659,3,Ho01-0018
35660,4,CP03-2060
35661,8,CP04-1128
35662,16,CP15-1118
35663,0,HoCP05-0926
35664,19,CP17-1804
35665,2,CP03-1089
35666,33,CP91-0574
35667,3,CP87-0651
35668,7,CP16-4218
35669,18,CP18-2123
35670,7,CP18-1115
35671,2,CP17-2168
35672,2,CP03-2437
35673,9,CP09-2264
35674,2,CP00-1167
35675,0,CP18-1247
35676,17,CP92-1560
35677,0,Ho15-9358
35678,18,CP15-2158
35679,4,CP11-1306
35680,1,CP00-1954
35681,10,CP17-2355
35682,5,CP93-1720
35683,3,CP90-0954
35684,3,HoCP97-0619
35685,5,CP96-1459
35686,9,CPCL02-2607
35687,7,CP18-4022
35688,25,CP17-1524
35689,3,CP79-0336
35690,8,CP14-1586
35691,5,CP02-1479
35692,12,CP09-2062
35693,1,CP01-2377
35694,14,CP01-2508
35695,4,CP04-2074
35696,25,CP17-1656
35697,1,CP98-1265
35698,3,CP06-2361
35699,20,CP10-1883
35700,6,CP07-2303
35701,22,CP99-1105
35702,3,L94-0429
35703,3,HoCP88-0769
35704,7,CP11-1396
35705,2,CP02-1631
35706,3,CP97-1899
35707,9,CP15-1110
35708,18,CP15-2270
35709,2,CP04-2088
35710,7,CP19-1239
35711,12,CP09-1914
35712,11,CP06-2918
35713,0,Ho08-0710
35714,1,CP96-1316
35715,5,CP94-2066
35716,2,CPCL06-3222
35717,28,CP13-2043
35718,10,CP15-4590
35719,1,CP99-1202
35720,20,CP10-1480
35721,2,CP04-1906
35722,0,L17-0413
35723,29,CP19-2102
35724,6,CP13-2056
35725,21,CP03-2033
35726,1,CP99-1817
35727,10,CP15-1919
35728,18,CP15-1721
35729,18,CP16-4448
35730,7,CP15-1363
35731,0,Ho13-0716
35732,2,CP95-1442
35733,1,CP98-1348
35734,17,CP95-1993
35735,2,CP01-2230
35736,12,CP11-1745
35737,3,CP88-0730
35738,18,CP17-4725
35739,2,CP04-1228
35740,2,CP00-1693
35741,27,CP98-1630
35742,8,CP16-1548
35743,7,CP18-1042
35744,3,CP89-0892
35745,7,CP16-1525
35746,3,CP59-0044
35747,2,CP04-1329
35748,22,CP99-1080
35749,5,CP95-1164
35750,2,CP94-1940
35751,8,CP15-4871
35752,8,CP19-1803
35753,3,HoCP95-0969
35754,6,CP10-1770
35755,10,CP16-2327
35756,0,L05-0467
35757,6,CP07-1669
35758,5,CP01-2629
35759,3,CP89-0847
35760,7,CP09-1815
35761,2,CPCL05-1070
35762,6,CP09-2096
35763,6,CP10-1243
35764,10,CP09-1454
35765,18,CP19-4069
35766,18,HoCP22-759
35767,6,CP12-2393
35768,0,CP01-2302
35769,5,CP95-1765
35770,23,CP13-2111
35771,2,CP04-1166
35772,3,CP95-1633
35773,5,CP94-1981
35774,7,CP16-1074
35775,0,CP00-1448
35776,2,CP03-2208
35777,2,CP01-1270
35778,7,CP19-1392
35779,14,CP92-1401
35780,6,CP09-2353
35781,1,CP91-2155
35782,35,HoCP95-0972
35783,0,L18-0455
35784,1,CP99-1236
35785,3,HoCP95-0941
35786,4,CP09-1015
35787,7,CP19-4247
35788,23,CP13-2141
35789,6,CP11-1239
35790,1,CP01-1677
35791,7,CP15-4177
35792,19,CP07-2521
35793,0,CP17-2197
35794,0,CP96-1626
35795,8,CP15-4330
35796,28,CP14-2322
35797,6,CP13-1146
35798,23,CP13-2132
35799,0,Ho16-9039
35800,0,Ho16-9038
35801,11,CP14-1742
35802,0,HoCP04-0846
35803,2,CP15-1167
35804,7,CP09-1031
35805,21,CP01-1921
35806,0,CP11-1478
35807,13,CPCL14-4122
35808,13,CPCL14-4086
35809,17,CP99-1500
35810,9,CP16-1499
35811,3,L74-0023
35812,2,CPCL02-6167
35813,0,Ho03-0060
35814,18,CP15-4537
35815,26,CP97-1837
35816,17,CP98-1737
35817,33,CP97-2131
35818,3,CP97-1900
35819,27,CP97-1705
35820,7,CP17-1398
35821,11,CP91-1670
35822,7,CP17-4130
35823,27,CP97-1866
35824,18,CP18-4458
35825,18,CP14-4435
35826,13,CP13-1561
35827,3,CP84-0743
35828,17,CP98-1222
35829,7,CP19-1456
35830,2,CPCL06-3521
35831,5,CP94-2094
35832,0,CP93-1654
35833,5,CP11-1601
35834,3,CP98-1783
35835,4,CP03-1014
35836,0,Ho16-0642
35837,27,CP96-1664
35838,1,CP92-1534
35839,18,CP17-2361
35840,5,CP94-1207
35841,18,CP18-4221
35842,11,CP04-1542
35843,22,CP98-1755
35844,4,CP07-1290
35845,7,CP19-1957
35846,0,Ho08-9047
35847,18,CP19-1518
35848,1,CP95-1710
35849,23,CP13-2109
35850,5,CP94-1923
35851,20,CP10-1995
35852,18,CP10-2027
35853,17,CP92-1339
35854,11,CP02-2587
35855,0,HoCP20-0557
35856,16,CP19-4132
35857,12,CP08-1094
35858,1,CP02-1199
35859,0,HoCP18-0806
35860,19,CP18-2032
35861,6,CP10-2326
35862,10,CP15-4501
35863,0,L97-0155
35864,7,CP09-1037
35865,10,CP15-2313
35866,1,CP91-1493
35867,8,CP16-4160
35868,17,CP97-2077
35869,5,CP94-1177
35870,5,CP98-1500
35871,12,CP11-1937
35872,8,CP14-1881
35873,20,CP10-1712
35874,21,CP03-1157
35875,1,CP00-2101
35876,17,88P2
35877,1,CP97-1542
35878,31,Ho01-0045
35879,10,CP19-1186
35880,2,CP06-2885
35881,0,L17-0432
35882,1,CP94-1268
35883,25,CP12-1016
35884,0,IND82-257A
35885,24,CPCL02-1513
35886,2,CP11-1577
35887,18,CP16-4687
35888,7,CP15-4736
35889,3,CP99-1595
35890,4,CP06-2656
35891,2,CP02-1748
35892,20,CP10-2110
35893,1,CP00-1539
35894,2,CP16-2033
35895,2,CP04-1808
35896,1,CP98-1429
35897,1,CP00-1977
35898,2,CP11-2180
35899,5,CP94-2024
35900,2,CP01-2391
35901,0,Ho98-0008
35902,28,CP14-4394
35903,0,L92-0317
35904,7,CP11-1007
35905,18,CP17-4200
35906,2,CP17-4395
35907,0,CP03-1683
35908,3,Ho73-0036
35909,19,CP16-4623
35910,14,CP01-2114
35911,7,CP14-1310
35912,16,CP10-2118
35913,12,CP09-1725
35914,5,CP94-1300
35915,0,CP07-1627
35916,0,CP06-2008
35917,19,CP12-1158
35918,11,CP01-2684
35919,5,CP95-1669
35920,29,CP19-2460
35921,18,CP15-1584
35922,16,CP19-4153
35923,0,L15-0301
35924,18,CP15-4541
35925,2,CP02-1942
35926,5,CP95-1079
35927,28,CP14-1458
35928,35,CP92-1003
35929,7,CP17-1243
35930,0,CP12-2427
35931,17,CP96-1242
35932,5,CP95-2042
35933,18,CP19-1594
35934,27,CP97-1967
35935,7,CP17-1288
35936,15,CP92-1036
35937,2,CP12-1859
35938,18,CP19-4707
35939,20,CP10-1290
35940,2,CP12-1895
35941,0,CP17-2190
35942,2,CP04-1232
35943,13,CPCL15-4021
35944,21,CP01-1204
35945,17,CP90-1575
35946,0,CP17-2231
35947,5,CP95-1167
35948,15,CP93-1110
35949,3,CP95-1979
35950,3,L93-0382
35951,6,CP10-1631
35952,7,CP13-1199
35953,18,CP18-1824
35954,18,CP19-2086
35955,18,CP16-4875
35956,8,CP18-4344
35957,8,CP14-1793
35958,26,Ho06-9020
35959,0,CP11-2181
35960,1,CP98-1483
35961,11,CP93-1115
35962,24,CPCL02-7460
35963,7,CP17-1127
35964,12,CP11-1746
35965,18,CP18-2280
35966,5,CP94-1725
35967,15,CP94-1339
35968,18,CP19-4706
35969,5,CP93-1679
35970,27,CP01-1769
35971,5,CP96-1020
35972,5,CP94-1649
35973,0,RSPoly
35974,2,CP00-1057
35975,19,CP07-2544
35976,1,CP14-2150
35977,7,CP14-4344
35978,9,CP10-1751
35979,0,CP09-1043
35980,3,L66-0017
35981,3,L84-0251
35982,13,CPCL02-7418
35983,21,CP03-1947
35984,1,CP99-1910
35985,0,Ho99-0012
35986,19,CP12-1439
35987,7,CP19-4683
35988,0,Ho16-0637
35989,18,CP18-2141
35990,2,CPCL06-3509
35991,17,CP94-1429
35992,3,CP92-1827
35993,27,CP97-1388
35994,14,CP00-1343
35995,28,Ho20-9043
35996,4,CP07-1920
35997,18,CP16-4873
35998,2,CP00-1716
35999,4,CP11-1305
36000,21,CP03-2234
36001,5,CP94-1793
36002,1,CP03-1583
36003,3,HoCP97-0639
36004,0,HoCP19-0913
36005,6,CP12-1514
36006,9,CPCL06-3336
36007,20,CP12-1606
36008,7,CP17-4559
36009,16,CP19-4146
36010,2,CP17-4307
36011,7,CP15-4215
36012,22,CP99-1129
36013,8,CP13-2186
36014,3,L93-0389
36015,16,CP12-1081
36016,9,CPCL02-7249
36017,15,CP93-1195
36018,13,CPCL13-4062
36019,3,CP87-0646
36020,25,CP17-1534
36021,7,CP17-1417
36022,2,CPCL02-2138
36023,7,CP15-1924
36024,0,CP11-2112
36025,20,CP11-2097
36026,8,CP16-1273
36027,18,CP16-1982
36028,0,CP15-4189
36029,5,CP94-1490
36030,35,CP95-1528
36031,3,CP94-1823
36032,2,CPCL02-2193
36033,20,CP10-1158
36034,27,CP98-1600
36035,2,CP01-1790
36036,18,CP18-2078
36037,17,CP93-1287
36038,0,HoL14-0839
36039,2,CP07-2660
36040,7,CP17-4034
36041,8,CP07-1007
36042,4,CP11-2488
36043,18,CP07-2264
36044,18,CP19-4714
36045,3,LCP85-0362
36046,17,CP97-1203
36047,5,CP94-1092
36048,0,CP15-1621
36049,19,CP10-2042
36050,15,CP93-1108
36051,12,CP09-1736
36052,0,L08-0078
36053,0,L03-0375
36054,2,CP14-1518
36055,23,CP13-2151
36056,18,CP15-2475
36057,0,CP09-2407
36058,8,CP04-1057
36059,3,CP84-0723
36060,6,CP09-1368
36061,5,CP94-1622
36062,8,CP17-1957
36063,20,CP12-1620
36064,28,CP15-4054
36065,1,CP97-1289
36066,7,CP17-1062
36067,1,CP97-1581
36068,1,CP93-1216
36069,18,CP16-1731
36070,0,HL02-3249
36071,27,CP96-1251
36072,12,CP15-1181
36073,18,CP15-1585
36074,1,CP99-1190
36075,18,CP19-4489
36076,8,CP19-1478
36077,3,L95-0450
36078,19,CP19-1630
36079,9,CP19-1235
36080,25,CP19-1406
36081,2,CP03-1264
36082,9,CP19-1137
36083,2,CP11-2464
36084,3,L77-0032
36085,16,CP15-1782
36086,21,CP01-1912
36087,16,CP15-4253
36088,2,CP06-2437
36089,15,CP92-1175
36090,14,CP94-1527
36091,5,CP99-1812
36092,16,CP14-2375
36093,1,CP03-1687
36094,6,CP09-1593
36095,17,CP90-1337
36096,5,CP93-1407
36097,19,CP19-2356
36098,3,CP88-0741
36099,16,CP13-2233
36100,3,L68-0067
36101,18,CP19-4616
