,partition,vertex
36102,8,CP18-4105
36103,0,Ho11-0579
36104,0,Ho17-9161
36105,2,CP03-1100
36106,20,CP19-1823
36107,14,CP92-1384
36108,3,CP62-0249
36109,17,CP91-1525
36110,9,CP19-4009
36111,24,CPCL02-2632
36112,17,CP92-1517
36113,15,CP93-1665
36114,0,CP11-2209
36115,7,CP16-4846
36116,5,CP94-1508
36117,2,CPCL06-3514
36118,17,CP97-1116
36119,18,CP17-2484
36120,17,CP01-2346
36121,17,CP00-1544
36122,10,CP16-2026
36123,27,CP97-1709
36124,0,L06-0015
36125,33,CP97-2153
36126,9,CP12-2129
36127,18,CP19-1592
36128,10,CPCL05-1185
36129,13,CP12-1663
36130,18,CP15-2126
36131,7,CP19-1249
36132,9,CP02-1779
36133,6,CP13-2447
36134,9,CP13-2283
36135,0,Ho18-9229
36136,9,CP13-1884
36137,0,CP02-2030
36138,1,CP98-1290
36139,1,CP97-1828
36140,12,CP09-1917
36141,1,CP96-1163
36142,19,CP19-1302
36143,21,L17-0406
36144,18,CP17-1950
36145,10,CP19-1689
36146,2,CP00-1781
36147,7,CP16-1528
36148,19,CP09-1223
36149,9,CP12-2304
36150,7,CP17-4136
36151,3,L91-0282
36152,7,CP16-1566
36153,7,CP14-1757
36154,5,CP94-2019
36155,2,CP03-1320
36156,2,CP03-1360
36157,3,US70-17-8
36158,6,CP06-3119
36159,8,CP18-1022
36160,2,CPCL02-2135
36161,18,CP15-4694
36162,21,CP06-2844
36163,0,CP97-1238
36164,12,CP06-3139
36165,18,CP16-1736
36166,4,CP04-1908
36167,0,Ho03-0073
36168,0,Ho20-9060
36169,34,CP93-1660
36170,2,CP97-2100
36171,0,Ho03-0089
36172,5,CP93-1133
36173,20,CP10-2004
36174,2,CP02-1981
36175,0,Ho14-0822
36176,4,CP07-1445
36177,19,CP17-2396
36178,8,CP19-2111
36179,6,CP07-2312
36180,7,CP19-1986
36181,5,CP95-2025
36182,20,CP14-2119
36183,2,CP95-1777
36184,5,CP93-1572
36185,18,CP15-2189
36186,11,CP15-2423
36187,13,CP12-1103
36188,19,CP12-1109
36189,4,CP05-1642
36190,5,CP00-1667
36191,11,CP04-1603
36192,19,CP07-2527
36193,8,CP15-1931
36194,2,CP94-1136
36195,11,CP03-1880
36196,16,CP14-1934
36197,0,L94-0443
36198,7,CP18-4043
36199,2,CP03-1635
36200,5,CP13-1943
36201,12,CP09-1691
36202,20,CP10-1514
36203,0,L04-0415
36204,4,CP05-1447
36205,36,POJ0234
36206,13,CPCL14-4029
36207,1,CP99-1623
36208,7,CP18-4853
36209,7,CP17-4347
36210,4,CP96-1700
36211,3,CP85-0801
36212,6,CP06-2228
36213,18,CP14-1526
36214,8,CP17-4634
36215,3,Ho90-0011
36216,20,CP10-2162
36217,18,CP16-2148
36218,1,CP99-1261
36219,0,HoCP15-0553
36220,1,CP97-2107
36221,18,CP15-2349
36222,4,CP96-1703
36223,21,CP01-1252
36224,20,CP12-1566
36225,27,CP97-1706
36226,2,CL02-8050
36227,35,CP94-1038
36228,3,CP95-1494
36229,0,L99-0235
36230,17,CP00-1518
36231,1,CP97-1271
36232,10,CP07-2122
36233,4,CPCL06-3459
36234,1,CP00-1575
36235,1,CP99-1992
36236,6,CPCL05-1041
36237,17,CP01-1601
36238,17,CP00-1541
36239,16,CP13-1230
36240,3,LCP85-0339
36241,18,CP18-1787
36242,18,CP17-4246
36243,7,CP17-4507
36244,15,CP93-1352
36245,0,CP95-1989
36246,4,CP04-1866
36247,14,CP92-1378
36248,6,CP08-2392
36249,4,CP04-1215
36250,10,CP19-1697
36251,11,CP03-2392
36252,5,CP94-1746
36253,4,CP03-2361
36254,4,CP03-1009
36255,3,L73-0046
36256,18,CP15-2174
36257,1,CP01-2597
36258,8,CP07-1388
36259,1,CP97-1315
36260,11,CP02-2350
36261,18,CP19-4259
36262,0,Ho03-0014
36263,2,CP06-2930
36264,22,CP99-1324
36265,58,CP13-2463
36266,6,CP11-2015
36267,7,CP18-4864
36268,13,CP13-4161
36269,18,CP17-1675
36270,3,CP81-0329
36271,9,CP09-2114
36272,5,CP94-1153
36273,4,CP04-1622
36274,7,CP18-4710
36275,10,CP19-1189
36276,18,CP17-2103
36277,5,CP01-2557
36278,0,HoL15-0514
36279,17,CP98-1795
36280,3,CP68-0407
36281,27,CP97-1531
36282,7,CP16-1283
36283,9,CP19-4010
36284,2,CPCL06-3499
36285,0,CP11-2375
36286,10,CP11-1098
36287,0,CP09-1109
36288,2,CP14-1914
36289,21,CP01-2133
36290,17,CP99-1463
36291,28,CP13-1372
36292,16,CPCL01-6221
36293,1,CP99-1200
36294,9,CP13-2416
36295,2,CP03-2345
36296,1,CP98-1313
36297,25,CP12-1150
36298,12,CP06-2299
36299,10,CP17-2041
36300,18,CP17-4312
36301,17,CP92-1576
36302,6,CP13-1175
36303,7,CP09-1559
36304,16,CP14-4566
36305,18,CP16-2045
36306,20,CP10-1531
36307,16,CP12-1960
36308,0,HoCP95-0987
36309,2,CP03-1674
36310,20,CP10-2239
36311,7,CP14-4271
36312,0,Ho18-9227
36313,6,CP14-2482
36314,16,POLY00-3
36315,2,CPCL02-0202
36316,18,CP15-2293
36317,26,CP99-1370
36318,2,CP02-1945
36319,18,CP17-1912
36320,3,CP92-1545
36321,10,CP17-1669
36322,7,CP11-1255
36323,1,CP99-1174
36324,0,CP12-1937
36325,0,Ho14-9205
36326,9,CP09-1155
36327,7,CP17-1485
36328,27,CP97-1962
36329,27,CP97-1698
36330,17,CP90-1602
36331,3,L90-0165
36332,11,CP04-1539
36333,21,CP01-1235
36334,23,CP13-2147
36335,20,CP12-1618
36336,5,CP95-1599
36337,6,CP10-1360
36338,27,CP96-1598
36339,18,CP17-2013
36340,3,L77-0026
36341,16,CP11-1559
36342,3,LCP85-0352
36343,17,CP97-2065
36344,12,CP09-1653
36345,7,CP09-1814
36346,18,CP16-1896
36347,22,CP98-1121
36348,7,CP11-1348
36349,7,CP18-1289
36350,4,CP07-1443
36351,8,CP18-1007
36352,12,CP09-1643
36353,22,CP03-2048
36354,0,Ho15-9315
36355,22,CP98-1191
36356,18,CP19-4284
36357,5,CP95-1573
36358,17,CP97-1127
36359,6,CP11-1897
36360,10,CP09-1164
36361,8,CP19-1466
36362,5,CP93-1074
36363,0,CP15-1369
36364,2,CP05-1638
36365,27,CP97-1744
36366,7,CP09-1805
36367,6,CP14-2179
36368,2,CPCL01-6134
36369,9,CP04-2066
36370,7,CP17-1434
36371,0,HoCP20-0506
36372,2,CPCL02-0763
36373,18,CP07-2289
36374,18,CP19-1887
36375,16,CP19-4036
36376,12,CP09-2050
36377,18,CP19-4703
36378,25,CP19-1425
36379,19,CP07-2524
36380,6,CP12-2358
36381,0,HoCP97-0643
36382,27,CP97-1614
36383,14,Bamboo
36384,2,CP01-2364
36385,26,CP99-1347
36386,1,CP14-2155
36387,8,CP15-4868
36388,11,CP90-1391
36389,29,CP19-2069
36390,29,CP19-2099
36391,7,CP09-1784
36392,27,CP96-1148
36393,13,CP13-2079
36394,19,CP13-2184
36395,20,CP09-1084
36396,10,CP19-1198
36397,2,CPCL06-3243
36398,27,CP98-1618
36399,3,LCP82-0063
36400,20,CP10-1894
36401,0,08P13
36402,16,CP15-1528
36403,2,CP03-1767
36404,1,CP99-1579
36405,5,CP94-1739
36406,17,CP99-1627
36407,0,LCP02-0358
36408,0,Ho17-0760
36409,0,Ho05-9026
36410,3,HoCP85-0834
36411,3,CP91-0533
36412,19,CP19-2311
36413,8,CP16-1557
36414,3,L82-0109
36415,17,CP90-1362
36416,7,CP18-4736
36417,5,CP95-1735
36418,7,CP16-1344
36419,20,CP19-1826
36420,2,CP03-1162
36421,2,CP15-4614
36422,11,CP01-1117
36423,18,CP17-1817
36424,17,CP99-1007
36425,35,HoCP95-0939
36426,20,CP14-1445
36427,5,CP01-1725
36428,20,CP11-1884
36429,6,CP10-1094
36430,28,CP14-4531
36431,1,CP97-1019
36432,2,CP07-1778
36433,5,CP96-1448
36434,7,CP18-4091
36435,3,CPCL02-6154
36436,18,CP16-2076
36437,16,CP13-1228
36438,2,CP04-1575
36439,3,L96-0034
36440,17,CP97-1214
36441,18,CP12-1405
36442,18,CP14-4590
36443,8,CP18-2080
36444,3,CP68-0366
36445,3,HoCP94-0829
36446,16,CP14-4575
36447,5,CP95-1585
36448,1,CP93-1539
36449,18,CP17-4183
36450,18,CP15-2342
36451,3,CP82-0545
36452,0,HoCP15-0522
36453,9,CP10-2506
36454,25,CP12-1140
36455,18,CP17-4771
36456,6,CP11-2329
36457,9,CP09-2246
36458,2,CP10-1601
36459,4,CP06-2923
36460,13,CPCL13-4045
36461,18,CP15-4647
36462,0,HoCP04-0832
36463,22,CP98-1009
36464,50,CP91-1062
36465,21,CP03-1692
36466,2,CP06-2414
36467,17,CP91-1536
36468,18,CP15-2267
36469,8,CP17-1361
36470,0,Ho13-9151
36471,5,CP95-1059
36472,15,CP04-1849
36473,2,CP02-1173
36474,7,CP16-1465
36475,17,CP91-1529
36476,5,CP98-1829
36477,7,CP14-1855
36478,7,CP17-1454
36479,7,CP15-1222
36480,18,CP19-1541
36481,11,cp01-1321
36482,1,CP92-1677
36483,5,CP90-1426
36484,1,CP98-1416
36485,6,CP09-1988
36486,1,CP99-1205
36487,5,CP95-1042
36488,15,CP94-1336
36489,19,CP19-2208
36490,7,CP14-1094
36491,17,CP02-1456
36492,7,CP18-1466
36493,8,CP16-1395
36494,5,CP94-1022
36495,23,CP13-2122
36496,22,CP98-1378
36497,26,CP99-1369
36498,2,CP07-1615
36499,18,CP16-2083
36500,7,CP18-1295
36501,2,CP03-1710
36502,18,CP15-4650
36503,7,CP14-1040
36504,7,CP18-4037
36505,6,CP12-1343
36506,18,CP17-2062
36507,4,CP04-1462
36508,16,CP13-2228
36509,19,CPCL02-0124
36510,17,CP97-1160
36511,12,CP07-2508
36512,2,CP03-2306
36513,3,L69-0031
36514,26,CP98-1940
36515,15,CP92-1181
36516,20,CP11-1876
36517,0,Ho01-0028
36518,5,CP95-1572
36519,1,CP04-1014
36520,17,CP92-1757
36521,7,CP14-1036
36522,0,L09-0127
36523,8,CP17-2341
36524,2,CP01-1901
36525,1,CP98-1291
36526,4,CP11-1304
36527,12,CP09-1829
36528,27,CP99-1723
36529,25,CP12-2169
36530,8,CP14-1142
36531,21,CP00-1610
36532,6,CP11-1162
36533,12,CP10-2320
36534,6,CP18-4337
36535,21,CP01-2276
36536,2,CP00-1494
36537,13,CP13-1483
36538,2,CP03-2325
36539,0,HoCP11-0581
36540,3,HoCP98-0750
36541,19,CP16-4571
36542,9,CPCL02-2561
36543,0,L20-0042
36544,18,CP15-2190
36545,11,CP17-1843
36546,18,CP17-2056
36547,16,CP14-1412
36548,13,CPCL02-1461
36549,22,CP00-2058
36550,5,CP93-1312
36551,14,CP99-1663
36552,11,CP95-1456
36553,5,CP96-1611
36554,2,CP04-1335
36555,7,CP17-1158
36556,17,CP01-1602
36557,5,CP93-1716
36558,3,CP86-0933
36559,15,CP06-2773
36560,18,CP15-4797
36561,33,CP92-0672
36562,8,CP14-1813
36563,18,CP14-2553
36564,18,CP17-4653
36565,0,CP94-2046
36566,10,CP90-1511
36567,16,CP13-1563
36568,20,CP10-2299
36569,19,CP16-4616
36570,14,CP95-1958
36571,18,CP19-1926
36572,8,CP19-1850
36573,18,CP17-4608
36574,5,CP12-1793
36575,8,CP14-1143
36576,15,CP92-1042
36577,20,CP12-1316
36578,17,CP93-1239
36579,2,CP04-1183
36580,28,CP13-1369
36581,18,CP19-4365
36582,22,CP98-1178
36583,2,CP01-2496
36584,5,CP94-1104
36585,5,CP96-1342
36586,7,CP18-1644
36587,18,CP15-2414
36588,5,02P21
36589,27,CP96-1305
36590,0,Ho09-0855
36591,2,CP02-1222
36592,2,CP14-1009
36593,0,Ho04-9112
36594,0,Ho19-9343
36595,35,CP94-1034
36596,3,L72-0020
36597,19,CP18-2447
36598,25,CP12-1007
36599,6,CP11-2396
36600,7,CP11-1252
36601,18,CP19-1911
36602,3,L84-0283
36603,21,CP01-1220
36604,8,CP17-2417
36605,0,L13-0234
36606,4,CP06-2556
36607,20,CP09-1083
36608,6,CP09-1398
36609,8,CP03-2426
36610,0,Ho94-0859
36611,3,CP75-0365
36612,6,CP10-1548
36613,13,CP12-1945
36614,6,CP11-1861
36615,1,CP96-1329
36616,17,CP92-1565
36617,11,CP93-1112
36618,16,CP09-2224
36619,21,CP03-1041
36620,12,CPCL02-1494
36621,1,CP99-1209
36622,2,CP15-4115
36623,22,CP99-1380
36624,73,CP09-2375
36625,0,CP89-0883
36626,17,CP97-1197
36627,0,HoCP12-0649
36628,19,CP15-2530
36629,18,CP17-4819
36630,2,CP01-2219
36631,6,CP12-1490
36632,18,CP17-1578
36633,17,CP02-2290
36634,3,L92-0351
36635,21,CP14-2367
36636,7,CP18-4732
36637,1,CP00-1732
36638,2,CP02-1397
36639,11,CP94-1326
36640,5,CP01-1504
36641,14,CP95-1930
36642,0,CP12-1927
36643,5,CP96-1458
36644,18,CP07-2277
36645,16,CP14-1976
36646,0,HoCP15-0559
36647,2,CP02-2331
36648,3,L76-0040
36649,0,HoCP12-0656
36650,12,CP06-2242
36651,5,CP95-1414
36652,17,CP02-2291
36653,27,CP02-2418
36654,25,CP12-1091
36655,7,CP19-4241
36656,18,CP18-2131
36657,18,CP18-2279
36658,2,CP02-2407
36659,11,CP94-1016
36660,29,CP18-1735
36661,9,CP11-2515
36662,0,CP12-2415
36663,1,CP98-1054
36664,25,CP11-2106
36665,2,CP02-1351
36666,1,CP00-1678
36667,0,CP97-1227
36668,0,HoCP00-0956
36669,3,CP94-1824
36670,18,CP15-2426
36671,5,CP94-1759
36672,3,CP98-1762
36673,2,CP05-1494
36674,10,CPCL05-1189
36675,30,CP03-1547
36676,26,CP97-1838
36677,3,CP94-1124
36678,13,CPCL06-3199
36679,21,CP00-1033
36680,0,HoCP00-0925
36681,1,CP98-1786
36682,30,CP99-2004
36683,0,CP03-1392
36684,17,CP01-2343
36685,28,CP14-1171
36686,28,CP13-1400
36687,7,CP12-1112
36688,13,CP13-1507
36689,3,CP60-0001
36690,8,CP19-2408
36691,5,CP19-2181
36692,14,CP03-1429
36693,2,CP15-4601
36694,22,CP02-1042
36695,0,L18-0464
36696,1,CP95-1526
36697,2,CP00-1493
36698,2,CP02-2334
36699,7,CP17-1256
36700,24,CPCL06-3279
36701,11,CP14-1749
36702,2,CP04-1309
36703,28,CP15-1303
36704,0,L08-0076
36705,7,CP13-1696
36706,9,CP13-4092
36707,0,Ho17-9158
36708,2,CP01-1269
36709,1,CP98-3000
36710,5,CP93-1614
36711,2,CP02-1520
36712,4,CP06-2710
36713,18,CP19-1265
36714,9,CP07-1695
36715,6,CP09-1957
36716,8,CP04-1089
36717,5,CP93-1136
36718,15,CP92-1097
36719,11,CP91-1318
36720,2,CP02-1805
36721,27,CP95-2019
36722,19,CP17-2262
36723,2,CP02-1753
36724,20,CP19-1817
36725,2,CP15-4628
36726,0,HoCP96-0521
36727,24,CPCL02-2684
36728,3,LCP85-0377
36729,11,CP01-1072
36730,15,CP93-1215
36731,17,CP95-1889
36732,18,CP19-1222
36733,18,CP18-2129
36734,18,CP19-4050
36735,4,CP06-2652
36736,18,CP17-2100
36737,18,CP19-1771
36738,3,CP90-0984
36739,10,CP13-4094
36740,18,CP16-2086
36741,16,CP14-1079
36742,16,CP14-4468
36743,6,CP11-1824
36744,1,CP98-1451
36745,9,CP07-1596
36746,5,CP94-1097
36747,1,CP92-1498
36748,19,CP12-2183
36749,5,CP04-1618
36750,3,CP77-0334
36751,18,CP15-4781
36752,34,CP94-1343
36753,7,CP18-1341
36754,1,CP00-1866
36755,0,L15-0304
36756,7,CP14-1357
36757,5,CP93-1123
36758,5,CP01-1728
36759,17,CP91-1443
36760,0,CP06-2012
36761,25,CP19-1403
36762,21,CP02-1014
36763,21,CP02-2558
36764,5,CP93-1302
36765,7,CP15-4305
36766,17,CP99-1501
36767,0,L02-0327
36768,9,CP09-1573
36769,19,CP16-2227
36770,25,CP13-1015
36771,12,CP09-2156
36772,18,CP18-2157
36773,8,CP18-2047
36774,8,CP17-1366
36775,2,CP00-1302
36776,6,CP08-2234
36777,8,CP12-1550
36778,4,CP06-2584
36779,3,L90-0187
36780,3,Ho88-0011
36781,10,CP18-1449
36782,1,CP93-1220
36783,1,CP96-1318
36784,3,HoCP02-0648
36785,5,CP94-1041
36786,11,CP06-2095
36787,0,HoCP11-0546
36788,0,HoCP15-0999
36789,4,CP03-2142
36790,5,CP93-1518
36791,2,CP04-1103
36792,7,CP16-1128
36793,8,CP14-1804
36794,18,CP14-2426
36795,7,CP14-2486
36796,7,CP17-1412
36797,2,CP02-2491
36798,6,CP10-1126
36799,8,CP17-1362
36800,7,CP16-4834
36801,18,CP15-1693
36802,21,CP01-1916
36803,0,Ho19-9342
36804,11,CP03-2393
36805,3,CP62-0325
36806,0,HoCP20-0549
36807,17,CP92-1702
36808,13,CP11-2289
36809,8,CP07-1436
36810,8,CP06-2870
36811,7,CP13-2180
36812,25,CP14-2463
36813,29,CP19-1736
36814,0,L12-0219
36815,0,L10-0155
36816,6,CP19-4860
36817,10,CP17-1788
36818,21,CP03-1949
36819,12,CP14-2122
36820,6,CP11-1143
36821,6,CP11-2417
36822,10,CP19-4651
36823,2,CP02-1409
36824,6,CP12-1478
36825,7,CP19-2057
36826,2,CP02-1319
36827,6,CP09-2167
36828,17,CP96-1276
36829,18,CP14-1531
36830,2,CP01-1364
36831,16,CP11-1406
36832,0,CP96-1914
36833,9,CPCL13-4032
36834,5,HoCP99-0838
36835,16,CP13-1879
36836,7,CP13-2464
36837,0,L11-0176
36838,1,CP97-1297
36839,18,CP18-2150
36840,15,CP14-2071
36841,0,HoCP11-0523
36842,5,CP94-1580
36843,29,Ho19-0965
36844,7,CP14-1329
36845,18,CP14-2030
36846,27,CP97-1418
36847,7,CP11-1244
36848,0,HoL15-0542
36849,9,CP19-1149
36850,2,CP02-1583
36851,23,CP13-1858
36852,3,CP83-0640
36853,2,CP01-2281
36854,8,CP18-1538
36855,20,CP12-1604
36856,2,CP02-2520
36857,4,CP06-2564
36858,2,CP96-1846
36859,15,CP93-1502
36860,23,CP13-2452
36861,25,CP13-1075
36862,17,CP93-1494
36863,1,CP97-1573
36864,20,CP11-1866
36865,2,CPCL06-3212
36866,0,HoCP15-0509
36867,26,CP98-1937
36868,25,CP13-1026
36869,7,CP19-4830
36870,7,CP16-1342
36871,19,CP16-4593
36872,20,CP10-1873
36873,3,L89-0095
36874,11,CP01-1445
36875,9,CP16-2333
36876,18,CP15-2452
36877,2,CP03-1599
36878,16,CPCL02-1017
36879,8,CP15-2364
36880,0,Ho16-9048
36881,20,CP10-1569
36882,9,CP11-2292
36883,5,CP93-1059
36884,0,HoCP06-0507
36885,0,S66-84B
36886,5,CP01-2693
36887,18,CP17-1759
36888,5,CP98-1007
36889,18,CP15-2045
36890,2,CP02-1215
36891,29,CP19-1783
36892,5,HoCP96-0532
36893,0,Ho17-9117
36894,7,CP16-4284
36895,7,CP11-1343
36896,20,CP19-1825
36897,6,CP12-1373
36898,0,CP10-1971
36899,0,L97-0106
36900,1,CP00-1641
36901,7,CP13-1646
36902,5,CP17-1839
36903,18,CP17-2373
36904,17,CP91-1025
36905,1,CP97-2110
36906,21,CP06-2959
36907,3,CP48-0102
36908,19,CP18-2457
36909,10,CP16-2246
36910,8,CP19-1158
36911,5,CP94-2131
36912,0,CP03-2205
36913,21,CP06-2952
36914,0,CP07-1164
36915,14,CP02-1722
36916,19,CP11-2151
36917,25,CP13-1074
36918,25,CP15-2132
36919,0,L20-0059
36920,5,CP95-1329
36921,4,CP07-1293
36922,20,CP10-2159
36923,0,HoCP97-0628
36924,8,CP04-1084
36925,5,CP95-1264
36926,1,LCP02-0343
36927,18,CP19-2302
36928,2,CP01-1694
36929,22,CP99-1052
36930,8,CP15-4262
36931,18,CP16-1829
36932,12,CP08-1549
36933,3,L02-0346
36934,5,CP95-1118
36935,7,CP17-1132
36936,21,CP01-1242
36937,13,CPCL13-4048
36938,3,LCP85-0301
36939,12,CP10-2451
36940,12,CP11-1614
36941,0,Ho17-0741
36942,2,CP01-2649
36943,2,CP10-2477
36944,3,CP78-0322
36945,15,CP06-2626
36946,18,CP15-2372
36947,3,L84-0254
36948,5,CP95-1046
36949,27,CP97-1756
36950,2,CP15-1129
36951,1,CP98-1729
36952,0,Ho99-0040
36953,22,CP07-2322
36954,27,CP97-1649
36955,25,CP19-1404
36956,0,L19-0017
36957,1,CP97-1337
36958,20,CP12-1622
36959,2,CP13-2477
36960,6,CP10-2379
36961,0,L15-0315
36962,18,CP16-1644
36963,12,CP11-1932
36964,2,CP97-1407
36965,14,CP02-1575
36966,24,CPCL06-3278
36967,22,CP00-2056
36968,2,CP02-1707
36969,3,CP66-0320
36970,2,CP00-1695
36971,19,CP19-1298
36972,5,CP92-1905
36973,10,CP19-1699
36974,5,CP94-1865
36975,21,CP01-2132
36976,2,CP03-2087
36977,9,CP11-1177
36978,18,CP16-4910
36979,20,CP12-1299
36980,7,CP14-4424
36981,7,CP16-1127
36982,2,CP03-1006
36983,8,CP14-1589
36984,6,CP10-1340
36985,8,CP15-4875
36986,2,CP13-2011
36987,1,CP98-1917
36988,18,CP19-4551
36989,5,CP94-1959
36990,0,Ho15-0938
36991,7,CP16-1101
36992,3,LCP86-0411
36993,5,CP01-2558
36994,11,CP02-1286
36995,20,CP10-1156
36996,5,CP12-2309
36997,0,L17-0419
36998,5,CP95-1561
36999,5,CP95-1999
37000,7,CP15-4424
37001,32,CP96-1606
37002,9,CP12-1698
37003,29,CP19-1733
37004,15,CP92-1172
37005,8,CP04-1068
37006,25,CP06-2267
37007,20,CP12-1501
37008,9,CP12-2192
37009,15,CP02-1370
37010,1,CP99-1827
37011,27,CP98-1631
37012,8,CP18-1836
37013,4,CP04-1929
37014,0,CP15-1379
37015,17,CP96-1439
37016,7,CP19-4213
37017,2,CP17-4308
37018,18,CP15-4578
37019,5,CP94-1205
37020,3,CP01-1517
37021,20,CP11-1885
37022,0,Ho09-9130
37023,5,CP94-1459
37024,26,CP99-1869
37025,2,CP06-3008
37026,1,CP98-2092
37027,0,09P25
37028,6,TCP99-4475
37029,3,SES343
37030,35,88P4
37031,0,CP03-1448
37032,8,CP01-1633
37033,26,CP95-1477
37034,12,CP06-3027
37035,0,CP04-2034
37036,3,CP61-0086
37037,3,H55-9505
37038,1,CP03-1081
37039,67,CP00-2229
37040,7,CP18-1557
37041,20,CP10-2302
37042,1,CP99-1953
37043,24,CPCL02-1315
37044,2,CP02-1475
37045,2,CP01-1651
37046,5,CP94-1686
37047,21,CP05-1653
37048,0,CP16-2468
37049,2,CP14-1906
37050,4,CP03-1031
37051,7,CP14-4382
37052,0,L17-0431
37053,2,CL02-8053
37054,5,CP94-1863
37055,32,HoCP99-0853
37056,2,CP01-2058
37057,0,Mol6076
37058,0,06P03
37059,7,CP18-1630
37060,3,92P6
37061,1,CP03-1083
37062,27,CP98-2097
37063,26,CP06-2472
37064,2,CP00-1285
37065,17,MexPoly1967-0068
37066,26,B35251
37067,2,TCP90-4096
37068,24,CL91-0287
37069,2,CP01-2242
37070,0,US90-0021
37071,26,CP06-2475
37072,18,CP16-1909
37073,2,CP10-1554
37074,2,CP02-1663
37075,16,CP14-2079
37076,4,CP07-2192
37077,7,CP15-1979
37078,1,CP97-1348
37079,0,Ho15-0980
37080,2,CP02-1403
37081,1,CP00-1024
37082,10,CP17-1787
37083,21,CP01-1206
37084,3,L89-0107
37085,16,CP19-4134
37086,2,CP14-2270
37087,16,CP14-1569
37088,18,CP15-2354
37089,21,CP03-1046
37090,21,CP01-1772
37091,3,CP84-0732
37092,0,L19-0495
37093,3,LCP82-0085
37094,1,CP99-1264
37095,17,CP99-1012
37096,18,CP19-1671
37097,15,CP14-2078
37098,2,CP00-1712
37099,8,CP14-1783
37100,2,CP04-1307
37101,0,Ho17-9104
37102,3,L72-0027
37103,0,Ho15-0957
37104,17,CP00-1626
37105,0,HoL14-0869
37106,8,CP14-1953
37107,2,CP04-1970
37108,13,CPCL14-4035
37109,47,CP03-1733
37110,0,L07-0061
37111,5,CP94-1465
37112,27,CP97-2081
37113,12,CP08-1852
37114,1,CP97-1018
37115,2,US88-1001
37116,18,CP17-2061
37117,8,CP14-1949
37118,1,CP97-1865
37119,22,CP99-1360
37120,7,CP18-1717
37121,7,CP15-2137
37122,1,CP03-1566
37123,0,CP18-1238
37124,6,CP07-2245
37125,3,CP90-0939
37126,18,CP14-2543
37127,6,CP10-2323
37128,8,CP18-1746
37129,18,CP16-1832
37130,12,CP09-1265
37131,5,CP01-1293
37132,19,CP18-4224
37133,0,HoCP03-0740
37134,14,CP92-1368
37135,1,CP97-1075
37136,2,CP01-1836
37137,2,CP03-1899
37138,2,CP00-1094
37139,11,US87-1004
37140,3,L86Poly01
37141,43,HPoly1966-0067
37142,0,CP05-1640
37143,0,ISD28
37144,26,CP95-1475
37145,0,CP06-2976
37146,26,CP06-2476
37147,60,CP98-2084
37148,3,CP03-1197
37149,26,L16-0378
37150,22,CP00-2198
37151,26,CP99-2046
37152,2,CP14-1007
37153,1,CP97-1579
37154,5,CP99-1974
37155,6,CP07-1086
37156,11,CP94-1329
37157,0,HoCP03-0721
37158,5,CP01-2556
37159,3,CP90-0989
37160,2,CP02-1161
37161,18,CP18-1421
37162,0,CP09-2357
37163,13,CPCL14-4141
37164,0,CP11-2305
37165,27,CP96-1523
37166,10,CP15-1887
37167,8,CP14-1591
37168,8,CP16-4324
37169,13,CP13-1531
37170,12,CP09-1690
37171,27,CP00-1426
37172,0,HoCP12-0668
37173,9,CP07-2516
37174,7,CP19-4554
37175,12,CP06-2738
37176,18,CP19-1214
37177,5,CP95-1066
37178,2,CP02-1806
37179,4,CP04-1204
37180,0,HoCP02-0637
37181,26,Ho03-0121
37182,4,CP04-2139
37183,2,CP06-2458
37184,12,CP06-2378
37185,3,CP88-0701
37186,1,CP92-1492
37187,5,CP95-1226
37188,0,L05-0465
37189,19,CP07-2545
37190,24,CPCL05-1145
37191,20,CP17-2292
37192,8,CP17-1274
37193,14,CP99-1661
37194,18,CP19-4624
37195,18,CP19-4798
37196,0,Ho13-9121
37197,8,CP17-2305
37198,0,Ho05-9033
37199,2,CP00-1874
37200,1,CP03-1064
37201,18,CP19-4540
37202,12,CP14-4475
37203,13,CPCL14-4106
37204,7,CP16-1045
37205,1,CP00-1680
37206,6,CP10-1692
37207,1,CP92-1271
37208,20,CP18-1428
37209,15,CPCL06-3451
37210,7,CP17-4079
37211,1,CP15-2446
37212,20,CP12-1626
37213,12,CP06-2393
37214,8,CP13-2072
37215,2,CP03-1075
37216,18,CP14-1820
37217,1,CP98-1723
37218,19,CP18-1950
37219,22,CP99-1135
37220,0,Ho03-0076
37221,0,Ho10-9214
37222,6,CP09-1485
37223,7,CP17-1940
37224,32,CP00-1397
37225,7,CP17-4527
37226,2,CP03-2218
37227,11,CP01-2681
37228,0,Ho04-9058
37229,5,CP94-1684
37230,4,CP06-2706
37231,7,CP18-4032
37232,13,CP09-2376
37233,2,CP02-1122
37234,2,CP06-3022
37235,2,CP01-1154
37236,1,CP03-2134
37237,2,CP99-1954
37238,2,CP01-1144
37239,2,CP03-1900
37240,0,CP05-1549
37241,2,CL82-2119
37242,0,L91-0273
37243,2,CP01-1739
37244,36,Batjan
37245,0,06P18
37246,66,CP91-0577
37247,1,CP00-2158
37248,13,CPCL02-6814
37249,7,CP17-1060
37250,17,CP93-1284
37251,0,L06-0010
37252,0,CP12-1507
37253,8,CP19-2256
37254,13,CPCL02-0868
37255,5,HoCP97-0635
37256,6,CP10-1767
37257,19,CP19-1628
